ticker,sector_group,potential_score,valuation_score,quality_score,growth_score,sentiment_score,fwd_return,fwd_return_net,decile,regime_label
PGNY,healthcare,60.96,49.75,46.85,89.61,68.85,-0.4954276492738031,-0.5054276492738031,9,R3
PGRE,reits,37.83,59.58,50.36,7.92,17.86,-0.09233791748526521,-0.1023379174852652,3,R3
PGY,tech_software,38.15,24.48,23.63,83.03,34.21,-0.47041062801932365,-0.48041062801932366,3,R3
PH,industrials,67.97,51.51,69.4,67.81,90.38,0.38253943533494983,0.3785394353349498,10,R3
PHAT,healthcare,18.78,2.43,13.37,,50.37,-0.23986856516977006,-0.24986856516977007,1,R3
PHIN,consumer_disc,65.69,91.49,49.36,,50.44,0.5966735966735965,0.5866735966735965,10,R3
PHR,tech_software,33.1,17.01,36.26,80.73,5.45,0.15248380129589645,0.14248380129589644,2,R3
PHVS,healthcare,30.15,19.97,,,45.14,-0.3654188948306595,-0.3754188948306595,2,R3
PI,tech_hardware,31.57,0.0,33.85,91.94,15.38,0.5952460291014108,0.5852460291014108,2,R3
PII,consumer_disc,42.11,44.33,56.77,33.33,27.12,-0.4091597715883929,-0.4191597715883929,4,R3
PINC,tech_software,45.17,90.4,52.81,2.75,9.77,-0.028270244369908992,-0.038270244369908994,5,R3
PINS,tech_software,49.01,16.0,53.6,69.57,70.97,-0.1722462203023758,-0.1762462203023758,6,R3
PIPR,non_bank_financial,40.47,46.8,48.86,15.18,44.44,0.640560792845057,0.630560792845057,4,R3
PJT,non_bank_financial,56.95,67.03,67.24,37.28,47.22,0.5313373253493012,0.5213373253493012,8,R3
PK,reits,63.46,53.91,50.36,,95.71,-0.012903225806451646,-0.022903225806451648,9,R3
PL,industrials,20.69,0.0,4.14,92.86,3.03,0.5020242914979756,0.49202429149797555,1,R3
PLAB,tech_hardware,72.7,93.36,50.13,69.03,77.27,-0.24992030602486448,-0.2599203060248645,10,R3
PLAY,consumer_disc,77.05,88.34,65.74,90.55,62.86,-0.4739090064995358,-0.48390900649953583,10,R3
PLD,reits,57.29,40.78,50.36,83.17,65.71,-0.19745995793560922,-0.20145995793560922,8,R3
PLOW,consumer_disc,33.01,28.34,58.51,18.59,18.64,-0.17525009262689872,-0.18525009262689873,2,R3
