ticker,sector_group,potential_score,valuation_score,quality_score,growth_score,sentiment_score,fwd_return,fwd_return_net,decile,regime_label
SPLK,tech_software,35.47,0.0,47.41,48.77,26.62,-0.25233321811268583,-0.2596816103212774,4,R2
SPNE,healthcare,7.56,0.0,34.36,24.24,17.6,-0.29955947136563876,-0.3295594713656388,1,R2
SPR,industrials,31.81,0.0,7.63,94.44,38.71,-0.2415795586527294,-0.2613090121441668,3,R2
SPRO,healthcare,17.02,23.25,36.05,22.03,32.16,-0.881948782011243,-0.9119487820112431,1,R2
SPSC,tech_software,58.96,32.48,66.73,61.11,83.28,-0.10263435194942039,-0.12215942172435473,9,R2
SPT,industrials,45.02,4.63,15.91,88.24,93.55,-0.39805932296835367,-0.4212394314195197,6,R2
SPTN,consumer_staples,60.46,93.32,31.11,,82.76,0.22261957979436753,0.19261957979436753,9,R2
SPWH,consumer_disc,22.82,47.22,65.13,15.52,18.6,-0.14491525423728824,-0.17263419877456776,2,R2
SPXC,industrials,37.71,76.56,63.33,20.83,24.21,0.16119302949061654,0.135205243601044,4,R2
SQ,tech_software,43.6,18.04,19.38,67.9,31.14,-0.566404556993375,-0.5720908252182338,6,R2
SR,utilities,34.33,67.61,20.45,,11.11,0.1486187845303868,0.13079099201271427,4,R2
SRC,reits,55.86,56.25,50.38,81.52,40.91,-0.10628706998813753,-0.12326336804848798,9,R2
SRDX,healthcare,22.1,19.32,63.98,19.19,40.8,-0.19999999999999996,-0.22999999999999995,2,R2
SRE,utilities,39.3,40.41,40.91,58.82,15.56,0.22600138121546975,0.21980656449911554,5,R2
SRG,reits,28.1,68.44,50.38,9.78,11.36,-0.08967596081386586,-0.11967596081386586,3,R2
SRI,consumer_disc,22.05,37.11,44.7,34.48,19.3,0.10587639311043562,0.07587639311043562,2,R2
SRNE,healthcare,37.48,41.3,34.83,36.44,72.73,-0.7741935483870968,-0.8041935483870968,4,R2
SRPT,healthcare,38.59,18.91,65.17,47.46,34.61,0.3229317046085507,0.3027323717446737,5,R2
SRRK,healthcare,49.49,22.38,46.71,74.58,50.43,-0.5994363929146538,-0.6294363929146538,7,R2
SSD,industrials,58.4,60.47,96.4,41.3,57.41,-0.29048364259631865,-0.3085597501163173,9,R2
SSNC,tech_software,44.33,72.16,50.85,27.16,64.96,-0.3404035178479048,-0.34755563765723946,6,R2
SSSS,non_bank_financial,53.8,59.86,43.06,,85.71,-0.6677685950413224,-0.6977685950413224,8,R2
SSTI,tech_software,37.58,5.76,43.62,69.14,30.61,0.14261517615176134,0.11261517615176134,4,R2
ST,tech_hardware,50.6,48.95,51.63,73.08,39.68,-0.27954234972677605,-0.2958202029820044,7,R2
