ticker,sector_group,potential_score,valuation_score,quality_score,growth_score,sentiment_score,fwd_return,fwd_return_net,decile,regime_label
CABA,healthcare,37.72,8.08,,,57.06,-0.9083700440528635,-0.9383700440528635,4,R3
CABO,industrials,40.44,47.79,61.41,56.58,18.18,-0.3500112183082792,-0.36943763165661414,5,R3
CACI,tech_software,29.88,80.38,24.99,20.64,35.15,0.3315630210584821,0.3160016292638987,3,R3
CAG,consumer_staples,46.62,81.0,45.66,38.78,19.3,-0.051815585475316284,-0.05869889685191229,6,R3
CAKE,consumer_disc,44.89,71.88,39.81,62.29,34.29,0.4358433734939757,0.41459475871514445,6,R3
CAL,consumer_disc,60.18,91.6,50.44,60.32,76.32,-0.305490063994611,-0.335490063994611,9,R3
CALM,consumer_staples,35.03,39.36,45.39,,31.58,0.8533494266747133,0.8357143275701762,4,R3
CALX,tech_software,37.75,21.23,39.08,76.15,11.56,-0.16891737239642934,-0.19407376307116625,4,R3
CAMT,tech_hardware,71.44,32.44,69.49,90.91,97.73,0.31126409843269376,0.28908397586848256,10,R3
CAR,consumer_disc,36.68,20.45,46.54,,50.0,-0.5229606228139456,-0.5415270290554162,4,R3
CARG,tech_software,64.19,67.17,59.52,,90.32,0.4718543046357617,0.44353141625106624,10,R3
CARR,industrials,42.18,39.29,53.4,18.23,62.5,0.17158273381294964,0.16435824617834405,5,R3
CARS,consumer_disc,43.27,44.71,41.81,31.41,82.2,-0.11280969952556674,-0.14280969952556674,5,R3
CASS,industrials,39.74,67.29,50.94,,32.14,-0.11308256446652476,-0.14308256446652476,5,R3
CATM,industrials,41.35,59.27,43.47,,22.6,-0.3,-0.32029203798464445,5,R3
CAVA,consumer_disc,29.42,0.0,8.33,,70.83,1.6784550953932063,1.656729496791963,2,R3
CBAY,healthcare,41.87,8.39,43.24,,61.13,0.37510584250635026,0.35079554002352514,5,R3
CBB,industrials,26.39,28.99,29.74,4.17,40.91,-0.3,-0.32529547019822785,2,R3
CBOE,non_bank_financial,57.38,41.31,58.66,55.8,75.0,0.08218863153054756,0.07582871747931544,9,R3
CBRL,consumer_disc,33.14,77.88,46.76,33.4,11.43,-0.21086894990093408,-0.22925024706855487,3,R3
CBT,industrials,65.39,71.7,58.23,75.86,73.33,0.056210790464241045,0.03599331630003433,10,R3
CC,industrials,25.34,26.98,33.65,,33.33,-0.4156876295784382,-0.4373970407899283,2,R3
CCCS,tech_software,41.41,22.7,63.8,38.99,57.14,-0.02546093064091315,-0.045603371943724096,5,R3
CCF,industrials,66.38,45.56,85.69,61.66,86.54,-0.3,-0.31711645614009626,10,R3
CCI,industrials,40.83,25.04,50.75,66.67,27.27,-0.22314696954861446,-0.2289648463924821,5,R3
CCL,consumer_disc,61.75,19.32,7.5,97.32,93.33,0.30948509485094866,0.30171229874822675,9,R3
CCMP,tech_hardware,38.95,52.52,36.54,,37.88,-0.3,-0.3152546830135123,4,R3
