ticker,sector_group,potential_score,valuation_score,quality_score,growth_score,sentiment_score,fwd_return,fwd_return_net,decile,regime_label
ALB,industrials,43.58,3.38,40.75,,87.23,-0.035802970788748945,-0.03980297078874895,6,R2
ALE,utilities,39.97,58.64,15.91,70.59,28.89,0.02849510240427433,0.01849510240427433,5,R2
ALEC,healthcare,52.15,41.26,61.78,,67.89,-0.597094430992736,-0.607094430992736,8,R2
ALGM,tech_hardware,44.05,24.51,51.85,67.39,51.24,-0.11912658927584296,-0.12912658927584297,6,R2
ALGN,healthcare,60.87,36.24,86.21,81.82,54.4,-0.6465960619617153,-0.6505960619617153,9,R2
ALGS,healthcare,33.05,23.73,32.78,,52.76,-0.8668913226621735,-0.8768913226621735,4,R2
ALKS,healthcare,43.69,93.48,51.69,41.53,48.88,0.16466036113499571,0.1546603611349957,6,R2
ALKT,tech_software,2.54,7.41,16.49,,10.97,-0.2781655034895313,-0.2881655034895313,1,R2
ALLO,healthcare,43.36,26.18,51.5,,61.43,-0.5918230563002681,-0.6018230563002681,6,R2
ALNY,healthcare,53.06,13.86,55.06,66.1,49.96,0.29437433659629675,0.29037433659629674,8,R2
ALPN,healthcare,53.83,76.09,45.13,86.44,31.98,-0.43104693140794226,-0.44104693140794227,8,R2
ALRM,tech_software,39.34,46.39,50.32,,41.29,-0.39205282395943875,-0.40205282395943875,5,R2
ALSN,consumer_disc,37.83,55.44,61.08,,21.05,0.2000586682311527,0.1900586682311527,5,R2
ALT,healthcare,44.65,27.31,41.42,,67.81,0.6703056768558953,0.6603056768558953,6,R2
ALTO,industrials,30.56,60.93,41.08,,21.28,-0.35343035343035345,-0.36343035343035346,3,R2
ALTR,tech_software,46.93,11.94,56.26,,72.4,-0.36756337299534403,-0.37756337299534404,7,R2
ALVR,healthcare,42.2,18.18,,,61.26,-0.5850077279752705,-0.5950077279752705,5,R2
ALX,reits,47.05,85.42,50.38,51.09,22.73,-0.07620908646800195,-0.08620908646800195,7,R2
ALXO,healthcare,29.44,19.08,3.37,,60.88,-0.5593299208934388,-0.5693299208934388,3,R2
AMBA,tech_hardware,58.94,3.0,35.98,86.96,92.53,-0.5699640199122677,-0.5799640199122678,9,R2
AMC,consumer_disc,70.08,38.06,41.99,97.83,100.0,-0.8506749052925815,-0.8546749052925815,10,R2
AMCX,consumer_disc,60.03,98.61,69.02,60.87,56.25,-0.48722415795586527,-0.4972241579558653,9,R2
AMD,tech_hardware,67.34,35.21,69.26,80.43,75.91,-0.5271021542738012,-0.5311021542738013,10,R2
AME,industrials,57.78,29.62,84.3,81.94,43.16,-0.022035676810073346,-0.026035676810073346,9,R2
AMED,healthcare,28.68,43.42,76.18,21.05,13.79,-0.4839387200395354,-0.49393872003953543,3,R2
AMG,non_bank_financial,51.3,62.72,50.28,27.78,88.57,0.033041255932822144,0.023041255932822143,8,R2
AMGN,healthcare,38.62,84.78,37.08,37.29,31.35,0.25580568118298697,0.25180568118298696,5,R2
AMH,reits,40.18,19.79,50.38,46.74,65.15,-0.2755498059508409,-0.2795498059508409,5,R2
AMK,non_bank_financial,19.82,27.24,15.28,55.56,11.43,-0.07516215185043884,-0.08516215185043884,2,R2
AMKR,tech_hardware,43.46,84.58,36.26,39.13,48.71,0.19467125053717238,0.18467125053717237,6,R2
