ticker,valuation_score_sf,quality_score_sf,growth_score_sf,sentiment_score_sf,potential_score_sf,valuation_score_fmp,quality_score_fmp,growth_score_fmp,sentiment_score_fmp,potential_score_fmp,in_sample
OSW,25.18,43.7,84.75,72.88,54.6,25.18,46.78,84.91,72.88,55.26,True
OTEX,90.69,62.31,87.78,45.99,72.17,90.69,64.39,87.33,45.99,72.34,False
OTIS,39.24,92.86,23.73,46.43,48.47,39.24,92.86,21.97,46.43,47.95,False
OTLY,,,,,,,,,,,False
OTTR,73.43,77.78,14.63,8.16,45.92,73.43,75.56,17.07,8.16,45.86,True
OUST,0.0,20.96,98.39,79.71,43.11,0.0,20.96,98.39,79.71,43.11,True
OUT,74.07,55.44,54.14,87.76,59.36,74.07,54.09,56.03,87.76,59.59,False
OVV,78.25,40.0,61.9,57.03,59.42,78.25,48.0,61.9,57.03,61.1,False
OWL,44.25,22.13,96.88,60.87,58.46,44.25,23.32,93.94,60.87,57.71,True
OXM,90.32,79.28,86.77,13.51,61.44,90.32,68.47,88.3,13.51,59.81,True
OXY,61.32,64.0,,21.29,48.07,61.32,72.0,,21.29,50.12,False
PAA,50.64,18.42,24.07,65.79,40.78,50.64,21.05,20.1,65.79,40.61,False
PAAS,,,,,,,,,,,False
PACB,0.0,8.98,44.66,35.0,15.68,0.0,8.75,44.66,35.0,15.64,False
PACK,,,,,,,,,,,True
PAG,57.36,54.31,84.62,74.14,67.73,57.36,51.72,55.77,74.14,57.26,True
PAGP,96.51,15.79,24.07,61.84,54.5,96.51,18.42,60.0,61.84,61.58,True
PAHC,53.43,44.49,23.19,97.56,42.74,53.43,45.33,26.13,97.56,43.89,False
PANL,20.75,44.87,35.73,13.46,19.81,20.75,45.51,37.45,13.46,20.48,False
PANW,26.87,81.54,74.21,66.61,67.7,26.87,81.72,73.3,66.61,67.29,True
PAR,0.0,14.86,,61.68,22.52,0.0,15.21,,61.68,22.66,False
PARA,100.0,55.42,,54.84,66.21,100.0,54.34,,54.84,65.81,False
PARR,,,,,,,,,,,False
PATH,31.72,84.27,63.35,45.07,56.96,31.72,85.78,64.25,45.07,57.71,False
PATK,38.71,40.54,35.12,89.19,46.16,38.71,42.34,34.11,89.19,46.17,False
PAY,39.76,22.18,92.31,59.49,58.34,39.76,21.47,92.31,59.49,58.2,True
PAYA,24.95,28.19,67.42,44.98,50.65,24.95,30.34,66.97,44.98,50.84,True
PAYC,54.33,76.78,66.97,82.3,67.64,54.33,79.15,66.52,82.3,67.87,True
PAYO,77.99,66.05,82.81,35.77,62.67,77.99,69.85,83.26,35.77,63.63,False
PAYS,8.89,32.64,95.81,100.0,48.87,8.89,33.97,93.39,100.0,48.48,False
PAYX,29.16,81.81,56.34,88.68,61.44,29.16,82.49,55.05,88.68,61.23,False
PBF,,,,,,,,,,,False
PBH,,,,,,,,,,,True
PBI,61.37,26.37,18.62,93.81,38.73,61.37,24.51,22.14,93.81,39.32,True
PBPB,31.23,39.47,55.71,89.19,45.99,31.23,39.47,55.71,89.19,45.99,False
PCAR,,,,,,,,,,,False
PCG,71.75,54.44,68.29,6.12,55.86,71.75,54.44,68.29,6.12,55.86,False
PCH,,,,,,,,,,,False
PCOR,8.4,65.25,84.16,42.88,60.62,8.4,60.3,84.16,42.88,59.66,True
PCRX,62.47,64.95,44.99,76.67,50.43,62.47,62.84,24.38,76.67,42.99,True
PCT,0.0,9.73,,97.35,20.95,0.0,8.85,,97.35,20.64,False
PCTY,51.73,64.67,87.33,53.65,70.32,51.73,62.14,86.88,53.65,69.6,True
PCVX,18.05,66.14,,51.17,44.82,18.05,66.22,,51.17,44.85,False
PD,43.07,76.71,50.68,17.7,43.09,43.07,58.58,81.0,17.7,54.84,True
PDCO,,,,,,,,,,,True
PDFS,17.44,54.98,89.59,9.12,49.5,17.44,36.21,39.37,9.12,20.58,True
PDM,42.41,30.78,12.58,52.38,22.04,42.41,30.55,11.23,52.38,21.57,True
PEB,65.26,34.07,62.59,6.12,42.98,65.26,32.2,69.36,6.12,44.58,True
PEG,25.74,66.67,48.78,28.57,43.41,25.74,64.44,51.22,28.57,43.34,False
PEGA,58.86,59.76,29.41,81.39,44.74,58.86,62.04,29.86,81.39,45.41,True
PEN,21.79,51.71,85.98,89.17,63.17,21.79,48.76,83.81,89.17,61.95,True
PENN,31.82,27.71,33.33,12.9,23.5,31.82,26.63,33.33,12.9,23.24,False
PERI,26.26,28.84,,75.55,35.59,26.26,30.6,,75.55,36.27,False
PETQ,,,,,,,,,,,False
PFE,74.54,68.23,22.51,34.15,41.86,74.54,68.23,16.63,34.15,39.83,False
PFGC,46.39,19.35,71.43,80.65,48.05,46.39,18.28,72.41,80.65,47.91,False
PFHC,69.84,56.67,23.41,78.33,50.9,69.84,63.33,20.99,78.33,51.86,False
PFPT,,,,,,,,,,,False
PG,37.28,90.65,44.27,66.67,57.4,37.28,90.03,45.28,66.67,57.4,True
PGEN,9.23,3.31,6.34,31.98,2.18,9.23,3.31,7.04,31.98,2.56,True
PGNY,68.36,44.83,83.87,24.17,51.93,68.36,45.08,84.45,24.17,52.17,True
PGRE,49.38,40.81,15.03,95.24,36.41,49.38,38.7,14.65,95.24,35.75,False
PGTI,64.52,59.6,85.71,51.52,61.24,64.52,57.58,85.71,51.52,60.83,True
PGY,56.27,12.61,68.78,89.23,50.75,56.27,14.24,73.76,89.23,53.57,True
PH,40.98,69.68,72.47,81.42,64.56,40.98,70.58,70.96,81.42,64.33,False
PHAT,12.6,48.76,,56.79,36.94,12.6,48.76,,56.79,36.94,False
PHIN,37.51,48.28,,70.69,47.95,37.51,49.14,,70.69,48.22,False
PHM,,,,,,,,,,,True
PHR,9.52,51.26,77.38,58.58,51.2,9.52,51.24,76.92,58.58,50.97,False
PI,2.88,34.36,87.1,10.14,31.13,2.88,34.36,88.71,10.14,31.62,False
PII,33.95,66.38,15.3,3.45,22.59,33.95,69.83,14.08,3.45,22.86,True
PINS,62.73,50.37,78.57,20.59,55.35,62.73,50.37,82.14,20.59,56.61,True
PIPR,56.51,50.19,14.45,45.95,34.2,56.51,48.76,11.09,45.95,32.66,False
PJT,72.02,69.65,48.71,78.38,61.16,72.02,78.38,47.04,78.38,62.71,True
PK,61.6,16.41,,8.16,30.8,61.6,15.77,,8.16,30.56,False
PKG,,,,,,,,,,,False
PKI,40.65,53.9,8.79,53.33,34.99,40.65,55.19,8.68,53.33,35.15,False
PL,0.0,5.46,87.5,97.37,39.8,0.0,5.46,87.5,97.37,39.8,False
PLAB,93.97,52.23,64.91,24.64,48.9,93.97,56.16,66.67,24.64,50.29,True
PLAN,0.0,38.16,,44.98,31.61,0.0,38.14,,44.98,31.6,False
PLAY,85.12,52.19,57.02,10.81,44.08,85.12,51.32,54.84,10.81,43.15,True
PLD,21.4,48.89,77.65,24.49,45.2,21.4,47.38,77.48,24.49,44.77,False
PLNT,,,,,,,,,,,False
PLOW,46.32,61.21,26.32,87.93,43.38,46.32,63.79,23.76,87.93,43.01,False
PLPC,70.41,58.43,49.04,73.91,56.02,70.41,58.42,49.8,73.91,56.25,False
PLSE,6.77,0.83,,61.4,22.86,6.77,0.83,,61.4,22.86,False
PLTK,91.0,64.63,,7.48,39.67,91.0,66.34,,7.48,40.33,False
PLTR,6.3,87.53,77.83,98.54,74.63,6.3,87.54,77.38,98.54,74.41,True
PLUG,0.0,3.6,55.61,1.79,11.45,0.0,3.6,55.72,1.79,11.48,False
PLUS,,,,,,,,,,,False
PLXS,64.47,37.92,61.29,69.57,53.26,64.47,37.44,59.68,69.57,52.66,True
PLYA,45.45,61.02,55.89,93.22,57.24,45.45,54.5,61.24,93.22,57.79,True
PLYM,55.41,49.87,48.62,10.2,39.6,55.41,47.52,53.47,10.2,40.49,True
PM,,,,,,,,,,,True
PNM,,,,,,,,,,,False
PNNT,53.29,51.33,71.88,25.0,44.27,53.29,50.25,72.73,25.0,44.31,False
PNR,42.56,73.21,42.09,84.07,56.73,42.56,74.11,41.96,84.07,56.91,False
PNTG,15.79,61.49,,77.42,40.69,15.79,61.38,,77.42,40.66,False
PNW,59.25,33.33,87.8,59.18,57.27,59.25,33.33,87.8,59.18,57.27,False
PODD,16.94,70.8,83.99,92.5,66.02,16.94,71.85,84.6,92.5,66.4,True
POET,0.0,1.46,,89.86,25.16,0.0,1.46,,89.86,25.16,False
POOL,33.59,69.26,21.6,38.98,36.46,33.59,72.35,21.35,38.98,36.99,False
POST,66.25,31.97,,74.07,54.06,66.25,33.22,85.71,74.07,60.07,True
POWI,29.2,52.6,16.69,44.2,27.95,29.2,52.6,16.37,44.2,27.84,False
POWL,68.34,61.56,96.04,86.73,71.2,68.34,60.96,96.04,86.73,71.05,True
PPC,87.48,38.53,56.77,92.59,65.33,87.48,38.53,56.35,92.59,65.25,True
PPG,58.05,78.89,,48.89,59.38,58.05,80.0,,48.89,59.68,False
PPL,36.02,84.44,53.66,73.47,59.27,36.02,82.22,56.1,73.47,59.21,False
PPTA,0.0,36.63,,69.35,26.15,0.0,36.63,,69.35,26.15,False
PR,74.52,100.0,89.67,37.84,70.96,74.52,38.0,89.67,37.84,57.94,True
PRAH,33.35,50.5,,53.33,45.23,33.35,51.54,,53.33,45.49,False
PRAX,19.12,30.85,,55.05,31.33,19.12,30.89,,55.05,31.34,False
PRCH,9.1,15.75,,99.27,35.21,9.1,16.45,,99.27,35.48,False
PRCT,0.0,25.66,97.09,46.67,43.43,0.0,25.4,97.09,46.67,43.39,True
PRDO,,,,,,,,,,,False
PRFT,53.7,32.92,36.2,50.18,30.81,53.7,34.48,36.2,50.18,31.11,True
PRG,,,,,,,,,,,False
PRGO,33.33,41.03,16.52,73.17,34.36,33.33,41.86,10.63,73.17,32.47,True
PRGS,74.93,88.51,47.96,37.23,53.83,74.93,88.53,48.42,37.23,54.06,True
PRIM,75.63,39.72,84.83,82.14,67.35,75.63,39.29,86.74,82.14,67.82,True
PRLB,45.88,32.29,21.58,78.76,31.71,45.88,32.29,22.29,78.76,31.93,False
PRM,54.01,22.22,93.75,95.56,59.41,54.01,22.22,91.6,95.56,58.9,False
PRME,16.71,20.46,,29.14,14.3,16.71,20.84,,29.14,14.42,False
PRO,17.65,34.01,37.56,14.05,21.62,17.65,35.53,37.56,14.05,21.92,False
PRTA,27.01,55.19,73.24,49.15,51.33,27.01,55.29,73.24,49.15,51.35,False
PRTH,82.26,26.28,60.63,45.44,43.73,82.26,28.42,61.54,45.44,44.6,False
PRVA,27.18,0.75,52.94,68.07,36.55,27.18,16.18,52.94,68.07,39.54,True
PRVB,8.1,80.99,,48.98,52.61,8.1,80.99,,48.98,52.61,False
PS,0.0,43.6,,44.98,33.73,0.0,43.76,,44.98,33.8,False
PSA,29.76,75.23,63.68,59.18,54.79,29.76,73.66,64.44,59.18,54.63,False
PSB,3.25,47.43,,34.69,25.65,3.25,86.19,,34.69,39.93,True
PSFE,,,,,,,,,,,False
PSIX,42.87,63.14,64.36,99.12,55.48,42.87,63.44,63.12,99.12,55.19,False
PSMT,52.03,62.37,,77.42,58.57,52.03,60.22,,77.42,57.77,False
PSN,79.06,49.05,81.47,5.26,55.52,79.06,49.07,79.09,5.26,54.81,True
PSNL,24.84,8.26,44.37,64.17,32.19,24.84,8.26,44.37,64.17,32.19,False
PSTG,16.82,41.0,91.94,20.29,43.2,16.82,43.38,82.26,20.29,40.89,True
PSTL,34.09,30.82,89.57,80.95,47.66,34.09,28.91,89.83,80.95,47.25,False
PSTX,14.43,35.59,67.61,52.58,45.24,14.43,50.61,100.0,52.58,64.91,True
PSX,,,,,,,,,,,True
PTC,44.48,85.33,35.75,48.36,47.21,44.48,85.54,35.75,48.36,47.25,False
PTCT,95.37,71.9,35.92,57.29,45.07,95.37,71.9,35.92,57.29,45.07,False
PTEN,,,,,,,,,,,True
PTGX,27.2,63.28,93.66,54.08,69.5,27.2,63.21,92.96,54.08,69.11,True
PTLO,45.27,36.84,40.12,67.57,40.39,45.27,37.72,39.04,67.57,40.19,True
PTON,10.0,1.74,13.21,96.61,25.35,10.0,2.32,11.32,96.61,24.81,False
PTVE,,,,,,,,,,,False
PUBM,42.44,58.73,28.96,14.78,23.71,42.44,60.25,29.41,14.78,24.23,False
PUMP,15.28,7.89,80.39,2.63,12.19,15.28,10.53,74.51,2.63,11.67,False
PVAC,66.67,24.0,95.24,62.58,61.81,66.67,28.0,95.24,62.58,62.65,False
PVH,87.1,57.66,45.25,10.81,44.79,87.1,65.77,46.03,10.81,46.68,True
PWP,57.84,10.81,67.74,56.76,43.33,57.84,10.81,67.74,56.76,43.33,True
PWR,9.86,46.95,85.91,75.0,53.54,9.86,49.64,86.59,75.0,54.42,False
PWSC,28.68,57.56,46.61,50.0,43.18,28.68,53.92,47.06,50.0,42.7,True
PXD,33.04,78.0,66.67,62.58,55.77,33.04,80.0,66.67,62.58,56.19,False
PYCR,19.12,41.95,80.09,77.74,61.33,19.12,44.09,79.64,77.74,61.51,False
PYPL,,,,,,,,,,,True
PZZA,62.86,59.65,,56.76,55.75,62.86,59.65,,56.76,55.75,False
QADA,14.86,39.94,,44.98,35.84,14.86,41.88,,44.98,36.6,False
QBTS,0.0,45.0,74.19,98.55,49.63,0.0,45.0,75.81,98.55,50.11,True
QCOM,82.22,76.99,49.12,44.93,59.6,82.22,77.48,50.88,44.93,60.3,True
QDEL,100.0,93.79,,63.33,77.86,100.0,93.79,,63.33,77.86,False
QEP,,,,,,,,,,,False
QLYS,66.41,92.55,45.25,45.07,53.47,66.41,92.73,45.25,45.07,53.5,False
QNST,38.86,23.22,28.57,35.29,20.7,38.86,24.26,32.14,35.29,22.22,True
QRVO,49.54,33.32,35.86,54.35,40.37,49.54,33.32,38.01,54.35,41.11,False
QS,0.0,2.65,,5.31,0.0,0.0,2.65,,5.31,0.0,False
QSI,17.88,14.88,,87.33,42.52,17.88,14.88,,87.33,42.52,False
QSR,26.35,75.44,59.63,43.24,50.82,26.35,76.32,57.45,43.24,50.24,False
QTWO,20.06,35.94,41.86,55.66,36.68,20.06,37.69,41.86,55.66,37.02,False
QUBT,0.0,13.35,,100.0,27.7,0.0,13.35,,100.0,27.7,False
QUOT,,,,,,,,,,,False
QURE,10.39,9.09,11.97,66.0,14.22,10.39,9.09,11.97,66.0,14.22,True
R,,,,,,,,,,,False
RADA,42.59,66.59,,22.37,45.42,42.59,65.69,,22.37,45.1,False
RADI,0.0,9.92,88.46,27.14,33.55,0.0,9.92,88.46,27.14,33.55,False
RAMP,48.18,57.31,47.51,63.32,45.11,48.18,59.59,47.96,63.32,45.78,False
RARE,18.44,53.72,54.93,56.29,47.51,18.44,53.72,55.63,56.29,47.89,False
RAVN,2.58,40.02,,34.96,25.05,2.58,41.52,,34.96,25.58,False
RBA,25.27,38.36,100.0,96.23,63.19,25.27,39.06,98.84,96.23,63.01,True
RBBN,18.67,60.32,28.42,54.29,29.02,18.67,60.32,53.42,54.29,36.51,True
RBLX,7.56,17.02,85.52,96.35,63.91,7.56,18.99,85.07,96.35,64.07,False
RCII,,,,,,,,,,,True
RCKT,20.11,52.85,,52.03,37.05,20.11,52.92,,52.03,37.08,False
RCL,25.77,51.01,89.34,94.92,69.26,25.77,52.91,94.34,94.92,71.37,True
RCM,39.67,25.58,80.54,54.38,53.88,39.67,27.51,80.09,54.38,54.03,False
RCUS,29.05,42.65,71.13,51.17,48.96,29.05,42.55,71.13,51.17,48.94,False
RDFN,,,,,,,,,,,True
RDNT,21.94,29.98,57.67,66.67,42.07,21.94,29.82,59.81,66.67,42.79,False
RDUS,0.0,40.81,,51.22,29.69,0.0,39.98,,51.22,29.49,False
RDVT,38.41,84.24,71.49,91.06,63.66,38.41,67.36,70.14,91.06,59.71,True
RDW,0.0,11.74,96.88,84.21,41.02,0.0,11.74,96.88,84.21,41.02,False
RDWR,41.75,61.25,9.05,82.48,27.26,41.75,63.39,8.14,82.48,27.22,True
REAL,0.0,2.67,37.31,90.79,26.38,0.0,1.33,41.79,90.79,27.66,False
REG,35.41,60.39,45.62,86.39,50.36,35.41,57.67,45.05,86.39,49.49,False
REGN,66.73,52.89,36.62,43.11,42.04,66.73,52.89,36.62,43.11,42.04,True
REPL,15.9,33.06,,57.17,32.6,15.9,33.12,,57.17,32.62,False
REPX,79.37,46.0,78.14,50.75,54.51,79.37,56.0,70.14,50.75,55.16,True
RES,59.26,76.67,38.88,35.0,43.19,59.26,76.67,47.32,35.0,44.73,True
RETA,7.23,29.08,10.56,48.98,15.09,7.23,29.06,11.27,48.98,15.47,False
REVG,,,,,,,,,,,False
REX,34.85,66.67,23.08,66.67,36.95,34.85,68.89,23.08,66.67,37.4,False
REXR,31.12,31.45,79.66,11.56,41.58,31.12,44.16,69.85,11.56,41.81,True
REYN,,,,,,,,,,,True
REZI,,,,,,,,,,,False
RFP,,,,,,,,,,,False
RGEN,11.35,37.04,4.18,70.0,24.28,11.35,40.26,8.6,70.0,26.32,True
RGLD,2.78,68.75,,58.06,37.77,2.78,67.66,,58.06,37.47,False
RGLS,6.26,32.95,,54.27,29.5,6.26,33.12,,54.27,29.55,False
RGNX,31.16,18.6,20.42,51.38,18.3,31.16,18.6,19.72,51.38,17.92,False
RGR,49.69,53.69,13.39,40.79,28.32,49.69,54.39,13.15,40.79,28.38,True
RGTI,0.0,30.03,14.52,97.1,26.46,0.0,30.03,16.13,97.1,26.94,True
RH,90.17,74.61,89.55,22.37,66.7,90.17,50.56,16.42,22.37,36.68,True
RHI,,,,,,,,,,,False
RHP,1.86,10.08,,53.06,12.71,1.86,9.58,,53.06,12.53,False
RICK,47.39,67.54,37.14,45.95,37.51,47.39,64.04,37.14,45.95,36.81,True
RIG,,,,,,,,,,,False
RIGL,63.09,59.5,52.82,74.72,49.78,63.09,59.5,53.52,74.72,50.16,True
RIO,57.5,95.83,52.17,40.32,58.53,57.5,95.83,56.52,40.32,59.56,False
RIOT,,,,,,,,,,,False
RITM,56.53,68.83,,74.83,62.4,56.53,67.78,,74.83,62.02,False
RIVN,13.94,7.76,98.08,32.76,44.05,13.94,8.62,100.0,32.76,44.88,False
RKLB,0.0,6.38,100.0,100.0,49.35,0.0,5.48,100.0,100.0,49.12,True
RKT,,,,,,,,,,,False
RL,29.03,93.69,84.79,97.3,76.76,29.03,85.59,80.62,97.3,73.71,True
RLAY,25.07,31.46,88.03,49.91,55.78,25.07,31.49,87.32,49.91,55.41,False
RLJ,78.65,46.09,83.32,10.88,56.93,78.65,43.04,83.19,10.88,56.11,False
RLX,,,,,,,,,,,False
RM,,,,,,,,,,,False
RMBS,52.61,77.63,85.51,65.94,67.16,52.61,76.65,87.94,65.94,67.8,True
RMD,57.53,75.63,59.67,85.83,66.52,57.53,75.87,60.05,85.83,66.69,True
RNG,58.09,61.37,,22.08,40.45,58.09,63.26,,22.08,41.19,False
ROAD,13.91,35.19,86.27,87.5,51.32,13.91,37.91,88.0,87.5,52.52,True
ROCK,51.61,31.31,,56.06,40.76,51.61,31.31,,56.06,40.76,False
ROG,29.17,57.48,9.19,7.14,18.68,29.17,53.05,9.41,7.14,17.64,True
ROIC,37.81,52.95,45.42,96.6,47.54,37.81,50.56,46.49,96.6,47.26,False
ROIV,23.35,9.92,75.35,42.2,50.77,23.35,9.92,25.35,42.2,23.86,True
ROK,21.62,66.68,45.54,74.34,49.15,21.62,67.42,44.55,74.34,49.04,True
ROKU,0.0,22.91,74.07,77.42,44.27,0.0,22.91,77.78,77.42,45.58,False
ROL,14.23,65.45,72.87,66.04,53.21,14.23,65.45,73.82,66.04,53.5,True
ROLL,16.71,68.44,70.44,82.3,56.52,16.71,69.19,69.28,82.3,56.35,False
ROOT,,,,,,,,,,,True
ROP,30.15,77.57,70.14,47.79,56.73,30.15,78.47,64.98,47.79,55.41,True
ROST,35.91,78.06,73.31,43.42,58.4,35.91,79.42,72.61,43.42,58.43,True
ROVR,,,,,,,,,,,False
RP,24.1,50.91,,44.98,42.33,24.1,52.8,,44.98,43.06,False
RPAY,63.66,81.21,26.02,4.2,27.14,63.66,65.05,25.57,4.2,23.78,True
RPD,58.16,53.34,42.53,3.65,32.94,58.16,55.26,42.53,3.65,33.32,True
RPM,43.9,55.56,66.34,77.78,58.85,43.9,54.44,68.61,77.78,59.16,True
RPRX,27.78,77.28,31.69,39.05,38.61,27.78,80.74,29.58,39.05,37.99,True
RRC,20.81,34.0,12.76,85.41,37.25,20.81,44.0,10.76,85.41,38.98,True
RRD,48.13,54.01,,33.96,46.22,48.13,52.7,,33.96,45.75,False
RRR,52.27,83.25,55.56,19.35,50.66,52.27,81.1,55.56,19.35,50.14,True
RRX,45.08,49.35,64.51,53.57,50.8,45.08,52.92,66.03,53.57,52.15,True
RS,,,,,,,,,,,False
RSG,,,,,,,,,,,False
RSI,0.0,3.49,73.58,91.53,40.35,0.0,4.06,73.58,91.53,40.47,False
RSKD,32.98,24.51,48.87,42.34,31.06,32.98,25.94,49.77,42.34,31.79,True
RTLR,62.5,63.16,,28.29,51.52,62.5,60.53,,28.29,50.85,False
RTX,59.92,54.4,56.7,63.16,57.65,59.92,54.4,61.18,63.16,58.99,False
RUN,3.03,10.75,47.37,26.09,21.22,3.03,8.33,49.12,26.09,21.34,True
RUSHA,52.52,54.31,57.8,81.03,57.14,52.52,57.76,60.86,81.03,58.89,False
RUTH,80.0,63.16,100.0,33.78,71.85,80.0,63.16,100.0,33.78,71.85,False
RVLV,28.51,46.5,27.06,82.89,37.8,28.51,48.56,30.28,82.89,39.32,True
RVMD,13.44,43.22,,50.5,37.69,13.44,43.67,,50.5,37.84,False
RVNC,16.33,25.62,80.99,70.52,55.34,16.33,25.62,80.28,70.52,54.96,True
RWAY,,,,,,,,,,,False
RWT,25.64,44.76,,22.45,22.06,25.64,44.29,,22.45,21.89,False
RXDX,7.16,45.44,85.92,48.98,65.15,7.16,45.57,85.21,48.98,64.8,False
RXO,3.24,17.95,,9.62,3.9,3.24,19.23,,9.62,4.36,False
RXRX,17.85,6.61,50.7,52.98,36.79,17.85,6.61,51.41,52.98,37.17,False
RXST,0.0,31.59,96.12,10.0,30.7,0.0,31.33,96.12,10.0,30.66,True
RXT,53.4,16.07,4.98,2.55,2.41,53.4,18.22,4.98,2.55,2.82,False
RYI,54.69,31.8,7.28,72.57,28.32,54.69,32.1,8.94,72.57,28.89,False
RYN,,,,,,,,,,,False
RYTM,10.03,60.33,85.21,48.12,60.76,10.03,60.33,84.51,48.12,60.38,False
S,3.57,35.5,97.29,18.25,56.49,3.57,35.49,96.83,18.25,56.26,False
SABR,14.49,32.24,62.9,43.4,29.13,14.49,19.31,80.33,43.4,31.14,True
SAFE,76.87,58.58,96.52,12.93,59.6,76.87,48.86,90.47,12.93,55.26,True
SAFM,94.81,41.0,,62.04,66.59,94.81,41.0,,62.04,66.59,False
SAGE,28.42,36.36,84.51,30.11,50.19,28.42,36.36,83.8,30.11,49.81,False
SAH,57.9,28.45,,93.1,55.9,57.9,29.31,,93.1,56.16,False
SAIA,21.18,64.74,80.87,5.77,44.31,21.18,66.03,82.04,5.77,44.98,True
SAIC,87.54,16.98,11.31,42.52,24.73,87.54,19.13,11.31,42.52,25.14,True
SAIL,0.0,48.59,,55.65,32.89,0.0,50.64,,55.65,33.69,False
SAM,,,,,,,,,,,False
SANA,11.94,32.6,,35.14,20.51,11.94,32.66,,35.14,20.53,False
SAND,50.0,4.17,95.65,79.03,55.72,50.0,4.17,95.65,79.03,55.72,False
SANM,72.02,37.96,41.94,78.26,51.71,72.02,37.72,41.94,78.26,51.65,True
SAP,22.57,61.03,36.65,83.03,47.36,22.57,62.94,36.65,83.03,47.73,False
SAR,31.46,49.51,,80.43,44.19,31.46,48.42,,80.43,43.78,False
SATL,0.0,31.94,96.77,92.75,45.3,0.0,31.94,96.77,92.75,45.3,True
SATS,18.52,30.54,43.51,16.13,23.14,18.52,31.61,41.59,16.13,22.83,False
SB,88.1,75.0,47.87,19.23,49.16,88.1,75.64,47.87,19.23,49.32,False
SBAC,32.22,88.29,52.56,48.57,54.06,32.22,88.29,49.79,48.57,53.23,True
SBH,93.47,42.0,35.82,30.26,38.84,93.47,44.06,38.81,30.26,40.28,False
SBRA,42.07,54.24,33.39,93.88,47.19,42.07,50.91,48.51,93.88,50.98,True
SBTX,13.23,94.21,97.89,48.26,69.17,13.23,94.21,97.18,48.26,68.79,True
SBUX,18.03,78.95,42.86,70.27,51.12,18.03,79.82,42.86,70.27,51.29,True
SC,,,,,,,,,,,False
SCCO,44.22,91.67,51.86,38.71,52.22,44.22,91.67,51.86,38.71,52.22,False
SCHL,,,,,,,,,,,False
SCHN,,,,,,,,,,,False
SCI,62.57,67.74,28.17,54.84,54.24,62.57,66.67,29.58,54.84,54.18,True
SCL,38.84,16.67,26.94,26.67,18.96,38.84,17.78,26.94,26.67,19.19,False
SCPL,86.62,68.19,31.67,44.98,40.46,86.62,68.58,32.13,44.98,40.77,True
SCS,86.53,25.89,43.44,13.27,36.45,86.53,15.78,31.2,13.27,30.26,True
SCSC,92.04,32.15,36.45,40.58,42.12,92.04,32.15,40.69,40.58,43.39,False
SCU,65.91,47.04,,25.0,36.47,65.91,48.22,,25.0,36.92,False
SCVL,71.73,42.08,26.92,7.89,24.45,71.73,43.47,29.4,7.89,25.58,False
SCWX,10.08,20.67,2.26,63.69,8.1,10.08,20.29,2.26,63.69,8.02,True
SD,74.81,88.0,7.57,32.05,43.96,74.81,90.0,13.95,32.05,45.54,False
SDGR,0.0,13.04,,53.65,16.42,0.0,13.03,,53.65,16.41,False
SE,0.0,16.7,,92.7,39.63,0.0,17.03,,92.7,39.76,False
SEAS,72.36,77.26,39.83,33.9,48.72,72.36,81.94,40.35,33.9,49.83,False
SEAT,100.0,65.13,92.86,2.94,60.07,100.0,67.22,75.0,2.94,54.28,True
SEB,,,,,,,,,,,False
SEDG,0.0,24.93,,65.94,27.03,0.0,25.41,,65.94,27.18,False
SEE,,,,,,,,,,,True
SEM,97.73,71.15,,16.13,54.03,97.73,71.15,,16.13,54.03,False
SEMR,22.9,55.29,76.02,11.77,43.86,22.9,54.89,75.11,11.77,43.33,True
SENEA,10.81,21.15,43.75,96.3,31.37,10.81,21.15,42.86,96.3,31.2,False
SENS,0.0,1.69,69.9,80.0,34.6,0.0,2.11,70.87,80.0,35.0,True
SES,38.18,3.45,,31.03,14.85,38.18,3.45,,31.03,14.85,False
SFIX,24.63,6.08,,56.58,21.33,24.63,7.44,,56.58,21.74,False
SFM,30.57,87.1,66.07,100.0,67.18,30.57,87.1,70.33,100.0,67.98,True
SFY,,,,,,,,,,,False
SG,0.0,4.39,85.71,8.11,26.47,0.0,4.39,85.71,8.11,26.47,False
SGEN,11.88,38.84,25.35,48.98,31.41,11.88,38.84,24.65,48.98,31.03,False
SGFY,17.26,41.51,94.12,44.98,65.76,17.26,45.22,60.18,44.98,49.4,True
SGH,45.9,21.51,33.33,55.8,29.21,45.9,22.0,35.09,55.8,29.91,False
SGMS,85.49,69.14,,37.5,66.12,85.49,71.85,,37.5,67.08,False
SGMT,16.22,52.3,,54.43,37.47,16.22,52.48,,54.43,37.53,False
SGRY,22.73,64.02,,25.81,28.33,22.73,64.02,,25.81,28.33,False
SHAK,2.86,16.67,83.48,81.08,50.79,2.86,16.67,81.3,81.08,50.04,True
SHC,44.45,58.64,36.75,64.17,42.62,44.45,58.5,38.66,64.17,43.26,False
SHEN,87.61,100.0,,14.29,61.31,87.61,100.0,,14.29,61.31,False
SHLS,17.92,63.17,63.41,9.73,31.99,17.92,63.76,62.76,9.73,31.94,False
SHLX,94.44,97.37,,28.29,73.64,94.44,94.74,,28.29,72.96,False
SHO,51.83,51.07,68.3,16.33,47.97,51.83,50.4,63.44,16.33,46.31,True
SHOO,51.0,61.78,66.13,15.79,44.98,51.0,63.14,66.17,15.79,45.26,False
