ticker,acceptedDate,bottomLineNetIncome,cik,costAndExpenses,costOfRevenue,date,depreciationAndAmortization,ebit,ebitda,eps,epsDiluted,filingDate,fiscalYear,generalAndAdministrativeExpenses,grossProfit,incomeBeforeTax,incomeTaxExpense,interestExpense,interestIncome,netIncome,netIncomeDeductions,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,netInterestIncome,nonOperatingIncomeExcludingInterest,operatingExpenses,operatingIncome,otherAdjustmentsToNetIncome,otherExpenses,period,reportedCurrency,researchAndDevelopmentExpenses,revenue,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,totalOtherIncomeExpensesNet,weightedAverageShsOut,weightedAverageShsOutDil
HST,2024-02-28 13:41:50,740000000,0001070750,4484000000,2461000000,2023-12-31,697000000,975000000,1672000000,1.04,1.04,2024-02-28,2023,115000000,2850000000,788000000,36000000,187000000,75000000,740000000,0,752000000,0,-112000000,-148000000,2023000000,827000000,0,1908000000,FY,USD,0,5311000000,0,115000000,-39000000,709700000,712800000
HST,2023-02-22 16:25:06,633000000,0001070750,4132000000,2197000000,2022-12-31,664000000,825000000,1489000000,0.89,0.88,2023-02-22,2022,107000000,2710000000,669000000,26000000,156000000,30000000,633000000,0,643000000,0,-126000000,-50000000,1935000000,775000000,0,1828000000,FY,USD,0,4907000000,0,107000000,-106000000,714700000,717500000
HST,2022-02-24 16:10:58,-11000000,0001070750,3140000000,1397000000,2021-12-31,762000000,89000000,851000000,-0.0155,-0.0155,2022-02-24,2021,99000000,1493000000,-102000000,-91000000,191000000,2000000,-11000000,0,-11000000,0,-189000000,-339000000,1743000000,-250000000,131000000,1644000000,FY,USD,0,2890000000,0,99000000,148000000,710300000,710300000
HUBB,2026-02-12 08:21:54,885600000,0000048898,4627200000,3771900000,2025-12-31,144600000,1199600000,1344200000,16.63,16.54,2026-02-12,2025,0,2072700000,1119100000,227200000,64100000,0,887100000,0,891900000,0,-64100000,17800000,855300000,1217400000,0,0,FY,USD,0,5844600000,0,855300000,-98300000,53229000,53564000
HUBB,2025-02-13 08:19:23,776300000,0000048898,4536900000,3724400000,2024-12-31,212100000,1079100000,1291200000,14.46,14.37,2025-02-13,2024,0,1904100000,1005300000,221800000,73800000,0,777800000,0,783500000,0,-73800000,12500000,812500000,1091600000,0,0,FY,USD,0,5628500000,0,812500000,-86300000,54000000,54000000
HUBB,2024-02-08 08:15:27,758000000,0000048898,4334400000,3484800000,2023-12-31,149700000,1020000000,1169700000,14.14,14.04,2024-02-08,2023,849600000,1888100000,983300000,217300000,36700000,0,759800000,0,766000000,0,-36700000,18500000,849600000,1038500000,0,0,FY,USD,0,5372900000,0,849600000,-55200000,53600000,54000000
HUBB,2023-02-09 08:21:14,544500000,0000048898,4238800000,3476300000,2022-12-31,148500000,706600000,855100000,9.49,9.43,2023-02-09,2022,769500000,1471600000,657000000,140200000,49600000,0,545900000,0,516800000,34600000,-49600000,2500000,762500000,709100000,0,0,FY,USD,0,4947900000,-7000000,762500000,-52100000,53700000,54100000
HUBB,2022-02-11 08:13:07,398300000,0000048898,3661800000,3042600000,2021-12-31,149100000,514000000,663100000,7.34,7.28,2022-02-11,2021,619200000,1151500000,459300000,88200000,54700000,0,399500000,0,371100000,34500000,-54700000,18300000,619200000,532300000,0,0,FY,USD,0,4194100000,0,619200000,-73000000,54300000,54700000
HURN,2026-02-24 16:14:27,105040000,0001289848,1499844000,1190350000,2025-12-31,32429000,169277000,201706000,6.02,5.84,2026-02-24,2025,0,508793000,135080000,30040000,34197000,0,105040000,0,105040000,0,-34197000,30022000,309494000,199299000,0,0,FY,USD,0,1699143000,0,309494000,-64219000,17445000,17991000
HURN,2025-02-25 16:24:39,116626000,0001289848,1317266000,1010077000,2024-12-31,17700000,166593000,184293000,6.52,6.27,2025-02-25,2024,273594000,476008000,154016000,37390000,25347000,0,116626000,0,116626000,0,-25347000,2226000,307189000,168819000,0,15795000,FY,USD,7600000,1486085000,10200000,283794000,-14803000,17894000,18613000
HURN,2024-02-27 16:46:59,62479000,0001289848,1236712000,942697000,2023-12-31,18438000,141255000,159693000,3.32,3.19,2024-02-27,2023,246275000,419363000,83895000,21416000,19573000,0,62479000,0,62479000,0,-19573000,-15907000,294015000,125348000,0,33940000,FY,USD,6500000,1362060000,7300000,253575000,-41453000,18832000,19601000
HURN,2023-02-28 17:18:48,75552000,0001289848,1032695000,785881000,2022-12-31,21459000,111719000,133178000,3.73,3.64,2023-02-28,2022,201224000,346574000,108577000,33025000,11883000,0,75552000,0,75552000,0,-11883000,-11959000,246814000,99760000,0,33390000,FY,USD,5900000,1132455000,6300000,207524000,8817000,20249000,20746000
HURN,2022-02-24 16:27:09,62987000,0001289848,852801000,636776000,2021-12-31,20778000,67022000,87800000,2.94,2.89,2022-02-24,2021,172002000,268864000,80036000,17049000,8150000,0,62987000,0,62987000,0,-8150000,-14183000,216025000,52839000,0,34523000,FY,USD,5200000,905640000,4300000,176302000,27197000,21439000,21809000
IDCC,2026-02-05 08:35:03,406644000,0001405495,373162000,164342000,2025-12-31,76800000,509394000,586194000,15.77,11.8,2026-02-05,2025,68088000,669673000,469432000,62788000,39962000,40025000,406644000,0,406644000,0,63000,-48540999,208820000,460853000,0,-70700000,FY,USD,211432000,834015000,0,68088000,8579000,25794000,34474000
IDCC,2025-02-06 08:34:12,358614000,0001405495,429004000,169239000,2024-12-31,69913000,474837000,544750000,14.16,12.07,2025-02-06,2024,62862000,699277000,429416000,70802000,45421000,40395000,358614000,0,358614000,0,-5026000,-35325000,259765000,439512000,0,0,FY,USD,196903000,868516000,0,62862000,-10096000,25325000,29711000
IDCC,2024-02-15 08:37:02,214069000,0001405495,327973000,79397000,2023-12-31,77792000,279427000,357219000,7.97,7.62,2024-02-15,2023,53291000,470191000,234610000,23557000,44817000,46628000,214069000,0,211053000,0,1811000,-57812000,248576000,221615000,0,0,FY,USD,195285000,549588000,0,53291000,12995000,26860000,28102000
IDCC,2023-02-15 08:37:03,93693000,0001405495,307278000,71419000,2022-12-31,78571000,147059000,225630000,3.11,3.07,2023-02-15,2022,47377000,386375000,117563000,25502000,29496000,14452000,93693000,0,92061000,0,-15044000,3457000,235859000,150516000,0,3280000,FY,USD,185202000,457794000,0,47377000,-32953000,30106000,30485000
IDCC,2022-02-17 08:38:58,55295000,0001405495,354203000,64625000,2021-12-31,78193000,82781000,160974000,1.8,1.77,2022-02-17,2021,61217000,360784000,57556000,15368000,25225000,1690000,55295000,0,42188000,0,-23535000,-11575000,289578000,71206000,0,27877000,FY,USD,200484000,425409000,0,61217000,-13650000,30764000,31253000
INCY,2026-02-10 16:01:52,1286650000,0000879169,3798452000,372100000,2025-12-31,93286000,1666879000,1760165000,6.59,6.41,2026-02-10,2025,1376200000,4769142000,1664451000,377801000,2428000,105600000,1286650000,0,1286650000,0,103172000,-324089000,3426352000,1342790000,0,0,FY,USD,2050152000,5141242000,0,1376200000,321661000,195204000,200700000
INCY,2025-02-10 16:01:48,32615000,0000879169,4139923000,312100000,2024-12-31,89248000,318910000,408158000,0.16,0.15,2025-02-10,2024,1222000000,3929117000,316630000,284015000,2280000,128710000,32615000,0,32615000,0,126430000,-217616000,3827823000,101294000,0,-1025000,FY,USD,2606848000,4241217000,0,1222000000,215336000,207110000,210530000
INCY,2024-02-13 14:03:26,597599000,0000879169,3040291000,254990000,2023-12-31,82660000,836766000,919426000,2.67,2.65,2024-02-13,2023,1161300000,3440659000,834215000,236616000,2551000,0,597599000,0,597599000,0,-2551000,-181408000,2785301000,655358000,0,2045000,FY,USD,1627594000,3695649000,-5638000,1155662000,178857000,223628000,225928000
INCY,2023-02-07 16:02:05,340660000,0000879169,2803009000,207000000,2022-12-31,67855000,531782000,599637000,1.53,1.52,2023-02-07,2022,1002100000,3187635000,529116000,188456000,2666000,0,340660000,0,340660000,0,-2666000,59844000,2596009000,591626000,0,7973000,FY,USD,1585936000,3394635000,0,1002100000,-62510000,222004000,223958000
INCY,2022-02-08 16:05:11,948581000,0000879169,2400490000,150991000,2021-12-31,57844000,572352000,630196000,4.3,4.27,2022-02-08,2021,739600000,2835276000,570444000,-378137000,1908000,0,948581000,0,948581000,0,-1908000,13425000,2249499000,585777000,0,51760000,FY,USD,1458179000,2986267000,-40000,739560000,-15333000,220428000,222074000
INGR,2026-02-17 16:26:26,729000000,0001046257,6182000000,5391000000,2025-12-31,222000000,1011000000,1233000000,11.36,11.18,2026-02-17,2025,0,1828000000,974000000,238000000,37000000,0,729000000,0,736000000,0,-37000000,26000000,791000000,1037000000,0,791000000,FY,USD,0,7219000000,0,0,-63000000,64200000,65200000
INGR,2025-02-20 16:16:30,647000000,0001046257,6547000000,5639000000,2024-12-31,214000000,970000000,1184000000,9.88,9.71,2025-02-20,2024,0,1791000000,931000000,277000000,39000000,0,647000000,0,654000000,0,-39000000,-87000000,908000000,883000000,0,908000000,FY,USD,0,7430000000,0,0,48000000,65500000,66600000
INGR,2024-02-21 10:11:32,643000000,0001046257,7203000000,6411000000,2023-12-31,219000000,953000000,1172000000,9.74,9.6,2024-02-21,2023,0,1749000000,839000000,188000000,114000000,0,643000000,0,651000000,0,-114000000,4000000,792000000,957000000,0,792000000,FY,USD,0,8160000000,0,0,-118000000,66000000,67000000
INGR,2023-02-21 15:57:12,492000000,0001046257,7184000000,6452000000,2022-12-31,215000000,767000000,982000000,7.43,7.34,2023-02-21,2022,0,1494000000,668000000,166000000,99000000,0,492000000,0,502000000,0,-99000000,-5000000,732000000,762000000,0,732000000,FY,USD,0,7946000000,0,0,-94000000,66200000,67000000
INGR,2022-02-22 13:15:58,117000000,0001046257,6584000000,5563000000,2021-12-31,220000000,322000000,542000000,1.74,1.73,2022-02-22,2021,0,1331000000,248000000,123000000,74000000,0,117000000,0,125000000,0,-74000000,-12000000,1021000000,310000000,0,1021000000,FY,USD,0,6894000000,0,0,-62000000,67099999,67800000
INSP,2026-02-13 16:05:53,145422000,0001609550,861027000,133225000,2025-12-31,13957000,65834000,79791000,4.95,4.89,2026-02-13,2025,0,778756000,65697000,-79725000,137000,17536000,145422000,0,145422000,0,17399000,-14880000,727802000,50954000,0,0,FY,USD,103165000,911981000,0,624637000,14743000,29368892,29757036
INSP,2025-02-10 16:23:40,53509000,0001609550,766721000,122986000,2024-12-31,6550000,58475000,65025000,1.8,1.75,2025-02-10,2024,434707000,679818000,58453000,4944000,22000,23247000,53509000,0,53509000,0,23225000,-22392000,643735000,36083000,0,0,FY,USD,114128000,802804000,94900000,529607000,22370000,29763000,30543000
INSP,2024-02-09 16:02:04,-21153000,0001609550,665070000,96576000,2023-12-31,2846000,-19906000,-17060000,-0.72,-0.72,2024-02-09,2023,351658000,528223000,-19906000,1247000,0,20560000,-21153000,0,-21153000,0,20560000,-20365000,568494000,-40271000,0,0,FY,USD,116536000,624799000,100300000,451958000,20365000,29302154,29302154
INSP,2023-02-10 16:15:32,-44881000,0001609550,455448000,66115000,2022-12-31,1858000,-42591000,-40733000,-1.6,-1.6,2023-02-10,2022,246388000,341741000,-44268000,613000,1677000,5050000,-44881000,0,-44881000,0,3373000,-5001000,389333000,-47592000,0,0,FY,USD,68645000,407856000,74300000,320688000,3324000,28071748,28071748
INSP,2022-02-15 16:07:01,-42042000,0001609550,273244000,33279000,2021-12-31,1218000,-39842000,-38624000,-1.54,-1.54,2022-02-15,2021,154815000,200115000,-41970000,72000,2128000,125000,-42042000,0,-42042000,0,-2003000,-8000,239965000,-39850000,0,0,FY,USD,37350000,233394000,47800000,202615000,-2120000,27262979,27262979
IONQ,2026-02-25 16:11:14,-510378000,0001824920,763731000,77488000,2025-12-31,82004000,-556693000,-474689000,-1.82,-1.82,2026-02-25,2025,245087000,52528000,-556693000,-44572000,0,55997000,-510378000,0,-512121000,0,55997000,-77022000,686243000,-633715000,0,82004000,FY,USD,305705000,130016000,53447000,298534000,77022000,280345046,280345046
IONQ,2025-02-26 16:07:33,-331647000,0001824920,275528000,20597000,2024-12-31,18654000,-331588000,-312934000,-1.56,-1.56,2025-02-26,2024,71055000,22476000,-331588000,59000,0,18249000,-331647000,0,-331647000,0,18249000,99133000,254931000,-232455000,0,18654000,FY,USD,136827000,43073000,28395000,99450000,-99133000,213029000,213029000
IONQ,2024-02-28 16:06:09,-157771000,0001824920,179796000,8108000,2023-12-31,10375000,-157723000,-147348000,-0.78,-0.78,2024-02-28,2023,50722000,13934000,-157723000,48000,0,19322000,-157771000,0,-157771000,0,19322000,-31000,171688000,-157754000,0,10375000,FY,USD,92321000,22042000,18270000,68992000,31000,202576492,202576492
IONQ,2023-03-30 16:14:45,-48511000,0001824920,96877000,8548000,2022-12-31,5604000,-48511000,-42907000,-0.25,-0.25,2023-03-30,2022,35966000,2583000,-48511000,0,0,7093000,-48511000,0,-48511000,0,7093000,-37235000,88329000,-85746000,0,0,FY,USD,43978000,11131000,8385000,44351000,37235000,197727642,197727642
IONQ,2022-03-29 17:25:04,-106186000,0001824920,40786000,3588000,2021-12-31,2548000,-106186000,-103638000,-0.55,-0.55,2022-03-29,2021,13737000,-1489000,-106186000,0,0,64000,-106186000,0,-106186000,0,64000,67499000,37198000,-38687000,0,0,FY,USD,20228000,2099000,3233000,16970000,-67499000,192281327,194058194
JAZZ,2026-02-24 16:10:35,-356148000,0001232524,4043165000,503296000,2025-12-31,542000000,-433540000,108460000,-5.84,-5.84,2026-02-24,2025,0,3764290000,-628591000,-272443000,195051000,0,-356148000,0,-356148000,0,-195051000,657961000,3539869000,224421000,0,947862000,FY,USD,782736000,4267586000,0,1809271000,-853012000,60984246,60984246
JAZZ,2025-02-26 07:34:03,570882000,0001232524,3352320000,445713000,2024-12-31,660067000,861644000,1521711000,9.06,8.65,2025-02-26,2024,0,3623237000,468691000,-91429000,238097000,0,560120000,-10762000,560120000,0,-238097000,-145014000,2906607000,716630000,0,637313000,FY,USD,884000000,4068950000,0,1385294000,-247939000,61838000,66007000
JAZZ,2024-04-26 16:39:26,439708000,0001232524,3255624000,435577000,2023-12-31,638696000,810726000,1449422000,6.55,6.1,2024-04-26,2023,0,3398627000,294920000,-119912000,289438000,0,414832000,-24876000,414832000,0,-289438000,-232146000,2820047000,578580000,0,627284000,FY,USD,849658000,3834204000,0,1343105000,-283660000,63291000,72066000
JAZZ,2023-03-01 16:16:47,-224060000,0001232524,3724902000,540517000,2022-12-31,629471000,839144000,1468615000,-3.58,-3.58,2023-03-01,2022,0,3118857000,-382705000,-158645000,288242000,0,-224060000,0,-224060000,0,-288242000,-904672000,3184385000,-65528000,0,1176965000,FY,USD,590453000,3659374000,0,1416967000,-317177000,62539000,62539000
JAZZ,2022-03-01 16:17:19,-329668000,0001232524,2923960000,440760000,2021-12-31,552483000,475263000,1027746000,-5.51,-5.51,2022-03-01,2021,0,2653478000,-113552000,216116000,278766000,0,-328954000,0,-329668000,0,-278766000,-304985000,2483200000,170278000,0,525769000,FY,USD,505748000,3094238000,0,1451683000,-283830000,59694000,59694000
JFIN,2026-04-28 07:01:00,213640272,0001743102,615551640,191637052,2025-12-31,9863464,260610493,270473957,4.16,4.16,2026-04-28,2025,302470000,673944774,260610493,46971473,0,1244357,213640272,0,213639020,0,1244357,-10580308,423914588,250030185,0,-2733659412,FY,CNY,427125000,865581826,2427979000,2730449000,10580308,51428975,51428975
JFIN,2025-04-28 06:18:43,1056478000,0001743102,4553017000,2033511000,2024-12-31,17873000,1248015000,1265888000,19.88,19.88,2025-04-28,2024,220993000,3767521000,1295368000,238900000,0,18281000,1056478000,0,1056468000,0,18281000,0,2519506000,1248015000,0,12204000,FY,CNY,372441000,5801032000,1913868000,2134861000,47353000,53142750,53108250
JFIN,2023-12-30 19:00:00,1297619000,0001743102,4134403000,2011553000,2023-12-31,9461000,1332470000,1341931000,24.24,24.24,2023-12-31,2023,214856000,3455320000,1545192000,247616000,0,12895000,1297619000,0,1297576000,0,12895000,0,2122850000,1332470000,0,72764000,FY,CNY,296317000,5466873000,1538913000,1753769000,212722000,53532136,53499058
JFIN,2023-04-28 09:31:47,1179658000,0001743102,2089395000,565227000,2022-12-31,9961000,1182019000,1191980000,21.92,21.92,2023-04-28,2022,194039000,2706187000,1335630000,155398000,0,281000,1179658000,0,1180232000,0,281000,0,1524168000,1182019000,0,32053000,FY,CNY,216694000,3271414000,1081382000,1275421000,153611000,53816500,53815000
JFIN,2022-04-29 17:18:27,472086000,0001743102,1348534000,335933000,2021-12-31,15674000,431956000,447630000,8.76,8.72,2022-04-29,2021,165150000,1444557000,593485000,125724000,0,-173195,472086000,0,467761000,0,-173195,0,1012601000,431956000,0,44427000,FY,CNY,143733000,1780490000,659291000,824441000,161529000,54138250,54025000
LAUR,2026-02-19 07:15:56,281630000,0000912766,1270828000,1219754000,2025-12-31,110789000,411787000,522576000,1.91,1.89,2026-02-19,2025,51074000,482176000,401126000,117310000,10661000,7103000,281630000,0,283816000,-32000,-3558000,19315000,51074000,431102000,0,0,FY,USD,0,1701930000,0,51074000,-29976000,147825000,148672000
LAUR,2025-02-20 07:17:56,296474000,0000912766,1192659000,1146883000,2024-12-31,105210000,432586000,537796000,1.93,1.92,2025-02-20,2024,45776000,419759000,414721000,118979000,18102000,8058000,296474000,0,295742000,654000,-10044000,-58603000,45776000,373983000,0,0,FY,USD,0,1566642000,0,45776000,40738000,153273000,153896000
LAUR,2024-02-22 07:15:14,117352000,0000912766,1145466000,1089781000,2023-12-31,102853000,275447000,378300000,0.75,0.74,2024-02-22,2023,52612000,394507000,254632000,137603000,20986000,9085000,107590000,0,117029000,-9762000,-11901000,63375000,55685000,338822000,0,3073000,FY,USD,0,1484288000,0,52612000,-84190000,157300000,157879000
LAUR,2023-02-23 07:17:18,61313000,0000912766,972259000,907365000,2022-12-31,88526000,262269000,350795000,0.37,0.37,2023-02-23,2022,64750000,334906000,246109000,185391000,16418000,7567000,69573000,0,60718000,8260000,-8851000,7743000,64894000,270012000,0,144000,FY,USD,0,1242271000,0,64750000,-23903000,167670000,168268000
LAUR,2022-02-24 07:26:24,192446000,0000912766,1091348000,814490000,2021-12-31,145256000,-91232000,54024000,-2.34,-2.34,2022-02-24,2021,204370000,272211000,-137507000,145573000,46275000,4378000,192446000,0,-283080000,486865000,-41897000,86585000,276858000,-4647000,0,72488000,FY,USD,0,1086701000,0,204370000,-132860000,189692000,189692000
LEN,2026-01-28 16:54:24,2058083000,0000920760,31436527000,30799809000,2025-11-30,134310000,2827737000,2962047000,7.98,7.98,2026-01-28,2025,636718000,3387125000,2813863000,705563000,13874000,0,2078179000,0,2108300000,0,-13874000,-77330000,636718000,2750407000,0,0,FY,USD,0,34186934000,0,636718000,63456000,257746000,257746000
LEN,2025-01-23 17:25:12,3893710000,0000920760,30591479000,29942493000,2024-11-30,115528000,5203679000,5319207000,14.31,14.31,2025-01-23,2024,648986000,5498959000,5184908000,1217253000,18771000,0,3932533000,0,3967655000,0,-18771000,-353706000,648986000,4849973000,0,0,FY,USD,0,35441452000,0,648986000,334935000,272019000,272019000
LEN,2024-01-26 17:11:20,3889975000,0000920760,28793720000,28292382000,2023-11-30,110164000,5217738000,5327902000,13.73,13.73,2024-01-26,2023,501338000,5940984000,5202304000,1241013000,15434000,0,3938511000,0,3961291000,0,-15434000,221908000,501338000,5439646000,0,0,FY,USD,0,34233366000,0,501338000,-237342000,283319000,283319000
LEN,2023-01-26 16:21:24,4557226000,0000920760,26883364000,26468866000,2022-11-30,87075000,6033694000,6120769000,15.74,15.72,2023-01-26,2022,414498000,7202144000,6014566000,1366065000,19128000,0,4614125000,4919000,4648501000,0,-19128000,753952000,414498000,6787646000,0,0,FY,USD,0,33671010000,0,414498000,-773080000,289824000,289824000
LEN,2022-01-28 16:35:48,4374285000,0000920760,21992418000,21594037000,2021-11-30,85954000,5839200000,5925154000,14.28,14.27,2022-01-28,2021,398381000,5536639000,5819058000,1362509000,20142000,0,4430111000,2907000,4456549000,0,-20142000,-700942000,398381000,5138258000,0,0,FY,USD,0,27130676000,0,398381000,680800000,306612000,306612000
LFST,2026-02-25 16:00:57,9663000,0001845257,1400137000,963186000,2025-12-31,54753000,24025000,78778000,0.03,0.02,2026-02-25,2025,382198000,461099000,12363000,2700000,11662000,0,9663000,0,9663000,0,-11662000,123000,436951000,24148000,0,54753000,FY,USD,0,1424285000,0,382198000,-11785000,386016000,391136000
LFST,2025-02-27 16:26:15,-57443000,0001845257,1282583000,848571000,2024-12-31,70950000,-31078000,39872000,-0.15,-0.15,2025-02-27,2024,363062000,402399000,-57613000,-170000,26535000,0,-57443000,0,-57443000,0,-26535000,-535000,434012000,-31613000,0,70950000,FY,USD,0,1250970000,0,363062000,-26000000,379147000,379147000
LFST,2024-02-28 21:23:00,-186262000,0001845257,1244799000,753569000,2023-12-31,80437000,-185363000,-104926000,-0.51,-0.51,2024-02-28,2023,410793000,302096000,-206583000,-20321000,21220000,0,-186262000,0,-186262000,0,-21220000,-3771000,491230000,-189134000,0,80437000,FY,USD,0,1055665000,0,410793000,-17449000,367457000,367457000
LFST,2023-03-09 16:10:58,-215564000,0001845257,1069716000,622525000,2022-12-31,69198000,-212802000,-143604000,-0.61,-0.61,2023-03-09,2022,377993000,237017000,-232730000,-17166000,19928000,0,-215564000,0,-215564000,0,-19928000,2628000,447191000,-210174000,0,69198000,FY,USD,0,859542000,0,377993000,-22556000,355278000,355278000
LFST,2022-03-17 16:21:23,-343947000,0001845257,953864000,466003000,2021-12-31,54136000,-294194000,-240058000,-1.05,-1.05,2022-03-17,2021,433725000,201508000,-333105000,-25908000,38911000,0,-307197000,0,-307197000,0,-38911000,7841000,487861000,-286353000,0,54136000,FY,USD,0,667511000,0,433725000,-46752000,327523000,327523000
LNTH,2026-02-26 08:00:19,233559000,0001521036,1230777000,599657000,2025-12-31,70098000,333541000,403639000,3.46,3.41,2026-02-26,2025,275121000,941952000,313792000,80233000,19749000,23391000,233559000,0,233559000,0,3642000,-22709000,631120000,310832000,0,0,FY,USD,177308000,1541609000,178691000,453812000,2960000,67489000,68443000
LNTH,2025-02-26 07:56:45,312442000,0001521036,1076931000,545619000,2024-12-31,64624000,450646000,515270000,4.52,4.36,2025-02-26,2024,193689000,988291000,430977000,118535000,19669000,36838000,312442000,0,312442000,0,17169000,6333000,531312000,456979000,0,-8415000,FY,USD,168098000,1533910000,177940000,371629000,-26002000,69199000,71651000
LNTH,2024-02-22 07:49:58,326661000,0001521036,931787000,586886000,2023-12-31,60043000,430962000,491005000,4.79,4.65,2024-02-22,2023,125458000,709543000,410943000,84282000,20019000,19638000,326661000,0,326661000,0,-381000,-66320000,344901000,364642000,0,0,FY,USD,77707000,1296429000,141736000,267194000,46301000,68266000,70239000
LNTH,2023-02-23 07:48:43,28067000,0001521036,898866000,353358000,2022-12-31,47929000,33904000,81833000,0.41,0.4,2023-02-23,2022,133584000,581703000,26719000,-1348000,7185000,2613000,28067000,0,28067000,0,-4572000,2291000,545508000,36195000,0,0,FY,USD,311681000,935061000,100243000,233827000,-9476000,68487000,70671000
LNTH,2022-02-24 08:07:07,-71279000,0001521036,486033000,237513000,2021-12-31,42288000,-67286000,-24998000,-1.06,-1.06,2022-02-24,2021,150395000,187695000,-75038000,-3759000,7752000,45000,-71279000,0,-71279000,0,-7707000,6461000,248520000,-60825000,0,-15263000,FY,USD,44966000,425208000,68422000,218817000,-14213000,67486000,67486000
LOPE,2026-02-18 16:08:24,216170000,0001434588,802749000,517710000,2025-12-31,39902000,279851000,319753000,7.76,7.71,2026-02-18,2025,47416000,588360000,279851000,63681000,0,13941000,216170000,0,216170000,0,13941000,23470000,285039000,303321000,0,8419000,FY,USD,0,1106070000,229204000,276620000,-23470000,27862000,28024000
LOPE,2025-02-19 16:10:41,226234000,0001434588,757603000,488569000,2024-12-31,36554000,291319000,327873000,7.77,7.73,2025-02-19,2024,46298000,544433000,291315000,65081000,4000,15920000,226234000,0,226234000,0,15916000,-15920000,269034000,275399000,0,10316000,FY,USD,0,1033002000,212420000,258718000,15916000,29104000,29271000
LOPE,2024-02-13 16:09:29,204985000,0001434588,711643000,457189000,2023-12-31,31973000,259708000,291681000,6.83,6.8,2024-02-13,2023,43235000,503710000,259675000,54690000,33000,10452000,204985000,0,204985000,0,10419000,-10452000,254454000,249256000,0,8419000,FY,USD,0,960899000,202800000,246035000,10419000,29991000,30147000
LOPE,2023-02-16 16:11:03,184675000,0001434588,673806000,423806000,2022-12-31,31177000,240121000,271298000,5.75,5.73,2023-02-16,2022,45491000,487500000,240119000,55444000,2000,2621000,184675000,0,184675000,0,2619000,-2621000,250000000,237500000,0,8419000,FY,USD,0,911306000,196090000,241581000,2619000,32131000,32237000
LOPE,2022-02-16 16:10:54,260344000,0001434588,614374000,381257000,2021-12-31,30413000,334890000,365303000,5.94,5.92,2022-02-16,2021,41826000,515307000,331289000,70945000,3601000,52700000,260344000,0,260344000,0,49099000,-52700000,233117000,282190000,0,8419000,FY,USD,0,896564000,182872000,224698000,49099000,43835000,43958000
LRN,2025-08-05 17:36:15,287941000,0001157408,2045223000,1461398000,2025-06-30,114669000,393723000,508392000,6.69,5.95,2025-08-06,2025,0,943919000,380948000,93007000,10504000,0,287941000,0,287941000,0,-10504000,-33629000,583825000,360094000,0,59478000,FY,USD,0,2405317000,0,524347000,20854000,43041000,48414000
LRN,2024-08-06 17:36:41,204183000,0001157408,1790469000,1276466000,2024-06-30,109683000,276500000,386183000,4.79,4.69,2024-08-07,2024,0,763603000,268665000,64482000,8812000,0,204183000,0,204183000,0,-8812000,-26900000,514003000,249600000,0,0,FY,USD,0,2040069000,0,514003000,19065000,42626588,43535441
LRN,2023-08-15 17:36:00,126867000,0001157408,1671859000,1190288000,2023-06-30,110358000,180951000,291309000,3,2.97,2023-08-16,2023,0,647070000,172213000,45346000,8404000,0,126867000,0,126867000,0,-8404000,-15452000,481571000,165499000,0,0,FY,USD,0,1837358000,0,481571000,6714000,42286392,42728108
LRN,2022-08-09 17:37:39,107130000,0001157408,1530038000,1090191000,2022-06-30,97914000,155351000,253265000,2.58,2.52,2022-08-10,2022,0,596475000,147218000,40088000,8277000,0,107130000,0,107130000,0,-8277000,1277000,439847000,156628000,0,0,FY,USD,0,1686666000,0,439847000,-9410000,41451101,42441524
LRN,2021-08-10 17:37:59,71451000,0001157408,1426304000,1001860000,2021-06-30,90077000,113285000,203362000,1.78,1.71,2021-08-11,2021,0,534900000,95990000,24539000,17979000,0,71451000,0,71451000,0,-17979000,-2829000,424444000,110456000,0,0,FY,USD,0,1536760000,0,424444000,-14466000,40211016,41868580
LSI,2023-02-24 17:31:26,259727000,0000944314,558825000,308750000,2022-12-31,193277000,472360000,665637000,3.08,3.06,2023-02-24,2022,77201000,709388000,366462000,106735000,105898000,32000,259727000,0,259727000,0,-105866000,-7497000,250075000,464863000,0,172874000,FY,USD,0,1018138000,0,77201000,-98401000,84322000,84884000
LSI,2022-02-25 17:29:26,159373000,0000944314,438550000,246391000,2021-12-31,151104000,336423000,487527000,2.03,2.03,2022-02-25,2021,62617000,524597000,252175000,92802000,84248000,827000,159373000,0,159373000,0,-83421000,-3985000,192159000,332438000,0,129542000,FY,USD,0,770988000,0,62617000,-80263000,78424956,78608151
LSI,2021-02-23 17:27:18,67149000,0000944314,323744000,208575000,2020-12-31,121049000,231944000,354567000,0.95,0.94,2021-02-23,2020,52055000,348385000,152360000,85211000,79584000,19000,67149000,0,67149000,0,-79565000,1574000,115169000,233518000,0,63114000,FY,USD,0,556960000,0,52055000,-81158000,71054907,71177763
LSI,2020-02-25 17:31:00,180032000,0000944314,299583000,195164000,2019-12-31,107130000,334178000,441308000,2.58,2.57,2020-02-25,2019,46980000,329884000,260077000,80045000,74101000,342000,180032000,0,180032000,0,-73759000,-106134000,104419000,228044000,0,57439000,FY,USD,0,525048000,0,46980000,32033000,69875445,69979594
