ticker,roe_5y_med_sf,roe_5y_med_fmp,roic_5y_med_sf,roic_5y_med_fmp,gross_margin_5y_med_sf,gross_margin_5y_med_fmp,operating_margin_5y_med_sf,operating_margin_5y_med_fmp,fcf_margin_5y_med_sf,fcf_margin_5y_med_fmp,revenue_growth_3yr_sf,revenue_growth_3yr_fmp,revenue_trend_5y_sf,revenue_trend_5y_fmp,ebitda_trend_5y_sf,ebitda_trend_5y_fmp,fcf_trend_5y_sf,fcf_trend_5y_fmp,revenue_cv_5y_sf,revenue_cv_5y_fmp,op_inc_cv_5y_sf,op_inc_cv_5y_fmp,piotroski_f_sf,piotroski_f_fmp,altman_z_sf,altman_z_fmp,n_yrs_history_sf,n_yrs_history_fmp
DMRC,-0.6276453593355001,,-1.3274285206890428,,0.6309282107345515,,-1.3760580758084417,,-0.8736140058357649,,0.12793864518864573,,0.12075583207770817,,,,,,0.19176882176188215,,0.23771140698000626,,6.0,,8.64,,5,
DMTK,-0.7357327142503158,,-18.363707900535097,,0.03130465009242602,,-6.660098773513916,,-5.330910178947941,,0.1367102329715284,,0.26011738224967584,,,,,,0.358875525285696,,0.4350402775993054,,4.0,,2.86,,4,
DMYS,0.09282870809045365,,0.09282914600136234,,,,,,,,,,,,,,,,,,,,,,65.99,,1,
DMYY,-0.040353275096103224,,-0.039875375104373056,,,,,,,,,,,,,,,,,,0.326692081191796,,3.0,,3.74,,3,
DNAY,-1.1897339453849987,,-2.6370238455630015,,0.5598407200696005,,-2.0911775626929745,,-1.971996525629923,,0.5783156599286994,,0.4365365268801944,,,,,,0.6024049910864111,,0.37479319632292596,,5.0,,2.37,,4,
DNB,-0.013696234992423359,-0.013746307507823696,-0.006923269550871301,-0.006936040848853339,0.684706964973831,0.6408815903197925,0.0765980400970961,0.06723309937199852,0.10924805531547105,0.14348646947765892,0.03470741623040152,0.03470741623040152,0.06625648984719748,0.06631559497412919,0.03656363881765605,0.03636514247846355,0.12769080234836724,0.22970657528378147,0.11649956854564544,0.11662312922781419,0.26981935677986657,0.26831190760289914,6.0,6.0,1.9,1.87,5,5.0
DNLI,-0.30196790783661076,,-2.0316202542291117,,,,-1.8683345100332864,,-1.7714282311425156,,,,0.02158010188099282,,,,,,0.723823942173237,,0.8203240133973729,,1.0,,16.73,,5,
DNMR,-0.12015032033022498,,-0.2525820256776034,,0.015047064630887334,,-1.6917734769953532,,-4.220531413300652,,0.060345161488457144,,0.055414312617692994,,,,,,0.10751251780520851,,0.711871590494893,,3.0,,2.74,,3,
DNOW,0.06914893617021277,,0.08944954128440367,,0.22376738305941846,,0.04846186262115466,,0.10477941176470588,,0.054018527436674235,,0.10896736434876182,,0.6214442013129075,,0.10986775178023145,,0.18222529519130584,,1.6505312480743124,,3.0,,7.8,,5,
DNUT,-0.018287554746622667,,-0.012141510579107347,,0.7371200115769846,,0.013951096729501858,,-0.044875642309133955,,0.043344306735791704,,0.09396776534801354,,0.06115117919682473,,,,0.1574863558532861,,1.2119389706799562,,8.0,,1.42,,5,
DO,-0.1105911098078054,,-0.06402872824548125,,0.05751082973288913,,-0.018518722450275766,,-0.07827943420836692,,,,,,,,,,0.16017011651254312,,7.50941460369286,,7.0,,2.73,,2,
DOC,0.02584399007561088,,0.016334237729232592,,,,0.256667554874466,,0.3427378682402069,,0.08967003701038001,,0.0787278494603064,,0.057672133835504215,,2.098033709771066,,0.10505349493031309,,0.02220335366684313,,6.0,,0.84,,4,
DOCN,-0.4314517726282432,,-0.16734267453294002,,0.5428984232677933,,-0.04959796469627489,,-0.17958100383189898,,,,,,,,,,,,,,,,1.79,,1,
DOCS,0.2006717550996251,0.16994855370614353,1.336749300734902,1.0655970887456045,0.8841879446249141,0.8782713440944794,0.3304807479595282,0.31451540428626545,0.3933842204030781,0.3768891971259546,0.1666898480121921,0.17637537549308901,0.21308746311994228,0.24391097355625832,0.2936840943344911,0.282586514579275,0.25079078984126885,0.25580066575426225,0.3408911720877852,0.3217075368362155,0.47747404638292035,0.40199215619761136,7.0,7.0,16.13,14.82,5,4.0
DOCU,-0.15787470009898152,-0.20593415226217085,-0.3158880806980694,-0.34096630348930923,0.7869212592635284,0.7827810258138304,-0.023727351679210147,-0.03217867811048159,0.21121310470275192,0.19088467184269423,0.08773323045938519,0.14484934857052711,0.15667020403905893,0.19620633811251506,1.1605760654082755,6.320671344584447,0.3199957598939316,0.4052416403912421,0.2550279766936826,0.2588999200833941,203.47452311481806,1.1583110995585404,3.0,8.0,2.6,1.82,5,4.0
DOLE,0.07626498041358147,,0.051524744894202876,,0.07675924581546129,,0.020398526843679213,,0.017999657500520298,,0.02771400733851359,,0.1507125708426305,,0.31521317375533126,,0.01831123048514883,,0.25665241495432345,,0.6703059311553332,,7.0,,2.37,,5,
DOMA,-0.3221666229724955,,-0.43435065305409815,,0.038520343414396384,,-0.1824468723736343,,-0.15803800065586343,,0.03638770231773725,,0.03235033429493123,,,,,,0.16682811559476884,,0.8029404564596534,,3.0,,-0.19,,3,
DOMH,-0.3859632535350425,,-0.7049516774206295,,,,-10.689553702795488,,-9.083864639529182,,,,,,,,,,,,0.5118668138971296,,2.0,,38.06,,4,
DOMO,,,,,0.7445370358688383,0.751467219726751,-0.2879456981321583,-0.31545225874428634,-0.05834205977719181,-0.044938774969124615,0.013514920125779595,0.11201546639860238,0.09723680103395733,0.13766001232002195,,,,,0.16824904394678922,0.18318136119579942,0.21767363601140008,0.21061705768601954,2.0,5.0,-8.51,-7.21,5,4.0
DOOR,0.1363125088367086,,0.06397795646904912,,0.23537830942708135,,0.10251071004568627,,0.06672845077217818,,0.04404027735270666,,0.07623128411555045,,0.0710719829969253,,0.07006645119008853,,0.1087685235650042,,0.20019693054251297,,4.0,,3.58,,4,
DORM,0.1252051703514344,0.1252051703514344,0.11060048395424496,0.11150659254177447,0.35059867416824375,0.35059867416824375,0.1220528429244437,0.1220528429244437,0.08539279962358559,0.08539279962358559,0.07651019894612032,0.07651019894612032,0.14902707289884046,0.14902707289884046,0.17834088633060305,0.17834088633060305,0.1684859719177482,0.1684859719177482,0.24149499428664248,0.24149499428664248,0.31006349184241166,0.31006349184241166,6.0,7.0,6.09,6.05,5,5.0
DOUG,-0.18172655602722995,,-0.3721336994735277,,0.26101061347163707,,-0.003937817004674911,,-0.019497440549022395,,-0.07081894407658307,,0.004369677800320146,,-3.687437173300295,,-2.331494713259682,,0.20858785515911235,,301.72189028344866,,4.0,,2.87,,5,
DOV,0.24854993717288723,,0.1404808128080669,,0.3731606423131519,,0.15867575095556288,,0.13483547869757156,,-0.006283305766230596,,0.025111222910629,,0.0415394545148364,,-0.029182172297490414,,0.06662201495777345,,0.12196714739605932,,6.0,,5.08,,5,
DOW,0.09419454056132257,,0.04898432501599488,,0.1348139691764828,,0.06631726428311971,,0.09663983691258655,,-0.13106240357352028,,-0.00315548870156208,,-0.10665416507949577,,-0.341072943172087,,0.1671545687002019,,0.6575124514001397,,5.0,,2.66,,5,
DOX,0.15158937708933054,,0.15581956354534182,,0.3507282433587766,,0.14525693966631395,,0.12254912048757749,,0.045744244924246,,0.04952279885888867,,0.04953263253040133,,0.050205751041240816,,0.07929757980576764,,0.11047520839667217,,5.0,,4.63,,5,
DOYU,-0.012145642218451455,,-10.206055368678324,,,,-0.20086627692714273,,-0.09255377462947087,,,,,,,,,,,,2.255551932977235,,4.0,,11.29,,3,
DPZ,,,0.706439913849086,,0.3872562151313046,,0.17910057275335392,,0.10880593640681147,,0.018481639650401727,,0.029282179301688242,,0.04603222388214036,,-0.0027441706815357447,,0.04945934461619648,,0.07731028960243574,,7.0,,-7.34,,5,
DQ,0.28114556859859674,,0.45121231181513,,0.6535695586054981,,0.6262940100417383,,0.09339865010159085,,,,,,,,,,,,,,,,12.13,,1,
DRE,0.0981139425786782,,0.06111036409364369,,0.9226350762703106,,0.6221532803155227,,-0.1419967237623895,,,,,,,,,,0.07594475202644685,,0.5616595640836526,,4.0,,3.68,,2,
DRH,-0.18287005041689075,,-0.11495379908430908,,0.9670889066781395,,-0.35101789433910335,,-0.3415979929204967,,,,,,,,,,0.43676320600551266,,1.0438423264262993,,4.0,,2.78,,2,
DRI,0.43972981383215426,0.43972981383215426,0.3244488702153131,0.3204739395588845,0.20735404185055067,0.20735404185055067,0.11502508797336514,0.1149860999077803,0.09492325642787604,0.08987289825767394,0.08754871222110783,0.08754871222110783,0.1388955634961601,0.1388955634961601,0.16139851610933212,0.1616925974312139,0.036598004588922046,0.029150189653774222,0.18630349428446558,0.18630349428446558,0.2717145595268227,0.27342951164664947,4.0,4.0,1.28,1.27,4,4.0
DRIO,-0.8593360405058693,,-1.190905512411934,,0.3215678288333033,,-2.44818092111384,,-1.636048495566829,,-0.011199538668893672,,0.0513891650359378,,,,,,0.16747910584545236,,0.1587249792406823,,5.0,,1.74,,4,
DRNA,-0.8184662514337152,,,,,,-0.6890029031021198,,0.9942668297759681,,,,,,,,,,,,,,,,4.46,,1,
DRQ,0.07253723267671766,0.0005063343223806628,0.10896604691129698,0.0007651426567894753,0.33844332807493327,0.2655149556715552,0.1289991116868416,-0.027096970199132764,0.10923001538232521,-0.05871574777154176,0.18929528915017757,0.3509514195173662,0.17392823642145527,0.1622537123199265,0.40279109537580077,0.7192067188001481,0.8857697981504514,,0.2915358701893312,0.3176162272409039,1.2939426589013576,7.01509835540848,5.0,5.0,11.13,9.47,5,5.0
DRRX,-0.9116197568721937,,-7.419757715552695,,0.9176476689311829,,-2.4520998783716106,,-1.3686148420888866,,-0.675460426509819,,-0.4967275561830178,,,,,,0.8702023391849755,,0.41528296291723243,,6.0,,-1.24,,5,
DRS,0.08330074305827141,,0.09165232358003442,,0.22758194186765615,,0.09059987631416203,,0.05421463052357965,,0.09585181452871039,,0.0927110704901036,,-0.2919762258543568,,0.12839248434235825,,0.09662117361504027,,0.4849467961131586,,7.0,,5.92,,3,
DRTS,-0.34515537141166025,,-3.680306015996291,,,,,,,,,,,,,,,,,,0.5061905598542773,,2.0,,8.41,,5,
DRTT,-0.7919605701974441,,-0.379149876511114,,0.3106753660200458,,-0.12402992297690474,,0.04257284310407141,,0.0062305537964668645,,0.02356918248269247,,,,1.8399807784702427,,0.07628163752682333,,1.094297125323577,,7.0,,4.69,,5,
DRVN,-0.0037953288260602334,,-0.001372690551939943,,0.9565662843201452,,0.13111369166113693,,-0.02011337038829059,,0.07270494552103579,,0.20487432378112877,,0.1602648221921624,,,,0.33977283325259794,,0.32590848953751783,,5.0,,1.18,,5,
DS,-3.7040920174653733,,-1.4447232675438249,,0.9571907202807568,,-0.11255842443165162,,-0.0036775031853668316,,,,,,,,,,0.1743690708974576,,0.5814182002488462,,6.0,,0.03,,2,
DSAQ,0.022277500049647025,,0.022628918623578312,,,,,,,,,,,,,,,,,,0.6203540352629117,,1.0,,5.16,,2,
DSGN,-0.21710048517375996,,,,,,-36.85840707964602,,-38.69469026548673,,,,,,,,,,,,0.6677188851648734,,2.0,,37.84,,4,
DSKE,0.11995981919412879,0.042729152308752585,0.02942321763296369,0.009664848012470771,0.14460044015759477,0.1434564335327694,0.04458417073531087,0.0025331030512377663,0.08633746988923109,0.056327258825028675,0.004038607415001838,0.004038607415001838,0.03540669856459686,-0.000988801819403644,-0.0014883167138065772,0.0887703889585602,-0.1273696886289681,-0.013504823151123864,0.08413899155565753,0.08248036594320243,0.3747952388117098,2.2710760571372113,3.0,4.0,1.03,1.0,4,5.0
DSP,-0.012547879105940836,,-0.059432773471888974,,0.4566217781388836,,-0.08206913256838347,,0.12592860297956068,,0.21117586216131468,,0.11230164328327207,,,,0.2729616311629729,,0.20776584113675026,,1.7698354462366093,,6.0,,7.29,,5,
DSX,-0.09764612288192276,,-0.05250822819799174,,0.9471563275618522,,0.12389628518261864,,0.38077750809441663,,,,,,,,,,0.16380354308721123,,1.784472339414902,,8.0,,3.39,,2,
DT,0.0679902406696833,0.06762995283518902,0.10286502128113682,0.08349971310178994,0.8137382648389059,0.8138695466451468,0.08975694323083053,0.08861801510642334,0.25508761787808554,0.26932854712292764,0.2108839649289158,0.24061388427217278,0.2104003126658607,0.22834107134647444,0.11445439154582222,0.06476564196169338,0.18368883554035434,0.19064697215038026,0.3330123245305989,0.29509622410200087,0.35095444853531094,0.20829826646755975,4.0,7.0,5.22,4.53,5,4.0
DTC,0.009309944250057909,,0.00789332238658748,,0.6301685557777008,,0.03048934348509094,,0.017713139081920147,,,,,,,,,,1.0437294203079654,,1.7175029551590928,,5.0,,7.12,,2,
DTE,0.10866629597267456,0.11010060362173038,0.04042265280856822,0.040363007778738115,0.4888383086754793,0.28705243806355596,0.13936794187166243,0.13612886282062506,0.26497119012853704,-0.056021969399764615,-0.19510417354171306,-0.19510417354171306,-0.0010661281895292026,-0.0010661281895292026,,0.04329313774240989,,,0.21968270677623386,0.21968270677623386,0.17560162046559438,0.1801847073857773,3.0,5.0,1.31,1.3,5,5.0
DTEA,1.6170340473972886,,3.3663822819717337,,0.41190595433667887,,0.014772517449959137,,-0.09655178081291192,,,,,,,,,,0.11033244953280853,,1.1917977879074277,,4.0,,8.17,,2,
DTIL,-1.847285423526881,,,,,,-0.8975721879040368,,-1.60660414144109,,0.6544215081819984,,0.038996227885322615,,,,,,0.6695411609911837,,0.5794219518637913,,4.0,,1.94,,5,
DTM,0.07379375591296121,,0.042328042328042326,,,,0.5464190981432361,,0.10477453580901856,,,,,,,,,,,,,,,,0.45,,1,
DTOC,0.029722558403189697,,0.029776044767799457,,,,,,,,,,,,,,,,,,0.266294423679915,,2.0,,133.25,,2,
DTSS,-31.947247828283334,,-4.298048261295074,,0.04658138419135712,,-1.376858652298662,,-0.43071017647618964,,0.18476344395545952,,0.5166801856793394,,,,,,0.9986171460109495,,0.3733122428398505,,4.0,,-24.61,,4,
DUK,0.05449618427082711,0.07927620902304447,0.021123932218051502,0.033458465085125934,0.48568295357621544,0.48568295357621544,0.23723650542220057,0.22338653994557492,-0.05787742171317168,-0.05787742171317168,0.027246310927809603,0.027246310927809603,0.06763872161677283,0.06763872161677283,0.06696450055341466,0.08722389143855823,,,0.11202043922266315,0.11202043922266315,0.1478576751886602,0.2115088965719632,5.0,4.0,1.45,1.45,5,5.0
DUNE,0.3515670786488608,,0.3515906075143221,,,,,,,,,,,,,,,,,,0.7138718268934797,,3.0,,-8.82,,3,
DUOL,-0.1098993133829449,-0.1098993133829449,56.74183215887252,,0.7277560613028459,0.7203445343999658,-0.09901914704136157,-0.0972751335840095,0.11781485541076334,0.13016143655529844,0.42283153837617893,0.42283153837617893,0.35248067047817205,0.35248067047817205,,,0.6871190739148444,0.6739818636519246,0.5657484930372606,0.5657484930372606,2.7899824066724657,2.9592775996595964,5.0,5.0,7.63,7.85,5,5.0
DV,0.04934430735158104,0.04934430735158104,0.0707373735226944,0.07104225296611422,0.8278892528590817,0.8278892528590817,0.12547784955141897,0.12547784955141897,0.1794310645663295,0.1794310645663295,0.2049328197262661,0.2049328197262661,0.23592674326132967,0.23592674326132967,0.25860564949676795,0.25860564949676795,0.3620264305430973,0.3641256731344069,0.3737717274434814,0.3737717274434814,0.5485072565150708,0.5485072565150708,7.0,6.0,16.19,15.26,5,5.0
DVA,0.2670696428448139,,0.07272763166244027,,0.31383481439601707,,0.14812108526965342,,0.11293669144920906,,0.05064136959031584,,0.02553982094782304,,0.024030383095702965,,0.040371321790700194,,0.04527267009416951,,0.14215691117693913,,8.0,,1.62,,5,
DVAX,0.045759124931509604,,0.09665279606653854,,0.7011879444050612,,-0.014867662653383637,,0.21699140835214936,,-0.3806177930969865,,0.07398181591738956,,-0.02444635704561512,,0.09406104210006089,,0.7389393861851702,,2.3389893800828188,,7.0,,9.14,,5,
DVN,0.29928715820832,0.3037141006262146,0.20668626010286553,0.20615610113594723,0.8081006685017695,0.3014091430444044,0.26822873996395213,0.2659347861707357,0.1719098178004981,0.1702057936820029,-0.08810584955023537,-0.08810584955023537,0.18750463642974022,0.18750463642974022,0.22954566951479377,0.10951036834164574,-0.156798502223105,-0.14494777750773147,0.40301478934535717,0.40301478934535717,0.7197496343393777,0.7061213815480236,3.0,3.0,3.79,3.75,5,5.0
DWACU,-0.03274714988164003,,-0.0323720965551929,,,,,,,,,,,,,,,,,,0.7365062823686886,,3.0,,-132.85,,3,
DWSN,-0.3902525220073251,,-0.5337463749011336,,0.42894516816355155,,-0.16250871080139373,,-0.027776056832496954,,0.4065899180068915,,0.0755759141805022,,,,,,0.4901543937232666,,0.6045219777288027,,4.0,,3.27,,5,
DX,0.11791452898367517,0.132586262558685,-0.01840510400800963,0.2514715620954412,,1.0,0.7705249409130489,1.4614747093998135,,0.6090118558213347,0.9198244243692879,,0.3853206364042536,0.1588284098891297,0.66633982187917,0.23251321410839731,,-0.385489800826861,0.7031269906522909,0.8558729933719171,0.8404678650563234,0.5209646301758971,4.0,4.0,1.81,-3.88,5,5.0
DXC,0.02968036529680365,,0.015343112459956162,,0.22065142065142065,,0.028097141100522593,,0.07529084656471793,,-0.05556302912201072,,-0.08213494837383498,,0.0024219590958120835,,0.3020413306451933,,0.13206778639609884,,1.4569472022585588,,6.0,,2.14,,5,
DXCM,0.2617712462535048,0.2617712462535048,0.28997030848975897,0.29329125521734706,0.647157880266685,0.647157880266685,0.14877262583684603,0.14877262583684603,0.141319051431411,0.141319051431411,0.17728752268049597,0.17728752268049597,0.18026411785570753,0.18026411785570753,0.20723905764550288,0.2286066113982064,0.32826918823324464,0.32826918748585016,0.2858350580509595,0.2858350580509595,0.3151665282372586,0.37157982543210416,6.0,6.0,3.47,3.48,5,5.0
DXLG,0.41822529516242374,,0.3133042382794925,,0.4837384896946236,,0.08060327893985417,,0.061939576286614985,,-0.07501746772757634,,0.06633752149019723,,0.16209092851228124,,-0.07790720261484568,,0.19100599507863264,,1.870897954458875,,4.0,,3.18,,5,
DXPE,0.1315436572229277,0.13178996803433024,0.06399937152390806,0.06570114879799165,0.2949096031047085,0.2949096031047085,0.06601153945889879,0.06601153945889879,0.0428087056891079,0.0428087056891079,0.1031366613255027,0.1031366613255027,0.1524029754857374,0.1524029754857374,0.282582725633523,0.4364431129038212,0.015074365135970852,0.02490194724702948,0.24516259508593044,0.24516259508593044,0.5867841735398746,0.9245280779451849,4.0,4.0,4.28,4.29,5,5.0
DXYN,-0.14434638115094606,,-0.06575827691604537,,0.22852963100263485,,-0.0029338021038868892,,0.03485522284810752,,-0.0656387572730407,,-0.012730897564795483,,-0.2698274417826395,,0.3960052573742792,,0.12446033437326888,,7.041368117488917,,4.0,,0.49,,5,
DY,0.16369747512244534,0.11386665609989677,0.09678066959023734,0.06789442683107456,0.17416294564362889,0.12576106778950202,0.055281895946447675,0.04663168461856723,0.029301061204836908,0.029063030564783366,0.11113581313834131,0.15491472960910224,0.1065105612015635,0.10080314543672138,0.19232702842957175,0.2000980748618247,-0.3484299236375869,-0.8652085535407842,0.17460862928255588,0.14009464694708257,0.5392856786006359,0.5816894067720403,5.0,7.0,5.57,5.79,5,4.0
DYN,-0.5039676869290198,,,,,,,,,,,,,,,,,,,,0.5526235749415033,,3.0,,23.21,,5,
DYNS,-0.9781680624491472,,-7.516798693325831,,,,-14.649040202825063,,-17.795146990200653,,,,-0.031223980016679417,,,,,,0.29460091273645317,,0.3864496651657991,,3.0,,7.26,,4,
DYNT,-0.22997505001343566,,-0.21841703693388165,,0.24533525737132883,,-0.09297066793434633,,-0.026219800751658872,,-0.1434000430146699,,-0.11985247066165086,,,,,,0.15856529811369305,,0.3063335881493931,,3.0,,3.4,,4,
DZSI,-0.2803686365929535,,-0.3529546499020618,,0.3198249285937049,,-0.07016326887773636,,-0.1044793189418117,,-0.16436994716997222,,-0.051392153498069346,,,,,,0.16697422798996922,,1.1245898312538838,,4.0,,-1.62,,4,
EA,0.10996846290963938,0.10836433349563601,0.1861507804716041,0.1663803790664009,0.7586856988957716,0.7466372178969887,0.19431726366819282,0.18259659815419524,0.24896154361516817,0.2622816973544139,0.002488151521109039,0.0400367498981018,0.06043454706167564,0.09032164589972347,0.09814096715328431,0.13134510042602643,0.028343516632703573,0.03151862464182523,0.11472960800581154,0.12792187150364137,0.17861849651399767,0.168641501732809,6.0,7.0,3.7,4.74,5,4.0
EACO,0.13120133292529498,,0.13235987649377576,,0.28541642455274435,,0.07085570879569718,,0.03308091207839907,,0.10346076761743839,,0.11995519062843893,,0.2003104763594394,,-0.9573459715635447,,0.19203458046507543,,0.4195434676054046,,4.0,,8.19,,5,
EAF,1.1339798350680308,,0.3404103640796764,,0.4330747317073171,,0.37015336585365854,,0.19719648780487806,,-0.35153043210355284,,-0.209197711847897,,-0.5352929905813048,,-0.7031524994457047,,0.3883132093120655,,1.103610994893062,,4.0,,1.99,,5,
EAI,0.12417401215968585,,0.041543604395596505,,0.755909842909118,,0.17756403335061693,,-0.22260352261046373,,,,,,,,,,,,,,,,0.95,,1,
EAR,-1.5615344954092054,,-33.762654668166476,,0.38283934707903783,,-3.000402706185567,,-3.0925222588879895,,-0.26608996411693897,,-0.34549247783776843,,,,,,0.43454675235519463,,0.6093403041656488,,5.0,,5.51,,3,
EAT,3.9416243654822334,3.9416243654822334,0.1851329278387753,0.16621908127208482,0.13665371064068504,0.13272697742407016,0.05595903886749505,0.04192844562445782,0.03919309303105313,0.04563910995614748,0.07731897657212272,0.07731897657212272,0.09078278160888537,0.0924038425676672,0.057059756742451576,0.09754281459418694,-0.10171077642929754,-0.024184615384617667,0.11802030855935607,0.1466946966371508,0.1971879550835608,0.39899432648047434,8.0,8.0,-0.2,-0.31,4,5.0
EB,-0.33252679295127735,,-13.663991244071507,,0.6522169035783955,,-0.1791382264004875,,0.10855660556703686,,0.1161629415218619,,0.23941709278175674,,,,2.948108586417468,,0.39266591046354293,,0.8987867660273667,,7.0,,2.38,,5,
EBAY,0.43261413383364605,0.43261413383364605,0.2950844165546093,0.5421238244514106,0.7263910158244002,0.7263910158244002,0.2738131699846861,0.23991832567636548,0.19481803797468356,0.19481803797468356,0.02460789447331968,0.02460789447331968,0.024947478991596935,0.024947478991596935,-0.06939392071026772,-0.07748578560531427,-0.012272727272726316,-0.009170128685782588,0.061542653917722984,0.061542653917722984,0.13911767233034597,0.15146582986248838,6.0,6.0,2.69,2.57,5,5.0
EBF,0.12176102858155562,,0.17525544105792903,,0.29723428733610735,,0.13156014170666316,,0.14201071030496715,,-0.04406465305211449,,0.023293246218235635,,0.062306214537823736,,0.06965346402789141,,0.07064993198353307,,0.20331124568892878,,6.0,,15.59,,5,
EBIX,0.09803014679121679,,0.0547971625825417,,0.3129383914236687,,0.11961549362874872,,0.06232147128765812,,0.2956071835761038,,0.23844204481758952,,-0.02447519049790645,,-0.2175761871013477,,0.25928761361346486,,0.057593690109884105,,6.0,,0.48,,3,
EBS,-0.7830209028880889,,-0.3630565933668722,,0.3374529843162886,,-0.13506391966872583,,-0.1019543107768975,,,,,,,,,,0.003851601751410312,,0.59966652821474,,7.0,,3.41,,2,
ECHO,0.039645040050679946,,0.032179782405892476,,0.15655849158774685,,0.011745102059912044,,0.016795440202427618,,,,,,,,,,,,,,,,3.17,,1,
ECL,0.15578166577049812,0.1564048614379447,0.07219162503034872,0.0723251720275244,0.40242947220010183,0.4101043736403547,0.133610965038761,0.14103601780655606,0.11239211189733843,0.11143397915668611,0.05332926017602424,0.05332926017602424,0.07516908475663692,0.07516908475663692,0.0991081398142589,0.09162555691414653,0.07711649020750988,0.07610521571677477,0.12038553812922878,0.12038553812922878,0.2197673824541388,0.21806656701802202,7.0,7.0,3.17,3.16,5,5.0
ECOM,0.19779289540447298,,0.42658232906843996,,0.7814134242062282,,0.12219858742685802,,0.20967364867498128,,,,,,,,,,0.1024352117886043,,0.005803886028890951,,4.0,,9.66,,2,
ECOR,-1.297085333021187,,-9.240659523357717,,0.8119180633147114,,-2.662243947858473,,-0.9278852152214597,,0.7119771966319264,,0.4591538039834865,,,,,,0.7570519094154259,,0.2380543761018856,,5.0,,0.37,,5,
ED,0.07104656795609729,,0.03439149813958041,,0.778616612280769,,0.18704655074228574,,-0.0871310891773278,,-0.00733901008997595,,0.041287135904702954,,-0.0350738483500934,,,,0.10296269692046932,,0.10771770350455,,7.0,,2.53,,4,
EDHL,0.43527849232017435,,0.6016230494375281,,0.5699482853295894,,0.285072644399323,,0.04645520190231929,,,,,,,,,,0.01603408704264659,,0.5002706535797588,,3.0,,12.85,,2,
EDIT,-0.4389009358430465,,-3.5783036228785994,,,,-7.461471807885127,,-6.724866896335734,,0.2803538598737094,,-0.13037841128137073,,,,,,0.6633743401245564,,0.2222836627096982,,2.0,,2.44,,5,
EDNT,-2.8578702026984666,,-3.9305089636400834,,0.22836183490275597,,-4.219592310094859,,-2.4129743097538507,,,,,,,,,,0.1442854469997633,,1.1596290545600898,,4.0,,3.17,,2,
EDR,0.0,-0.1949137975274491,0.0,-0.0688703348458543,0.5362485800132809,0.5903431738459238,-0.005671876307045389,0.01763740523516684,0.050375040889471305,0.03889786248931582,0.19165309196867986,0.16181307429619007,0.14670938244695858,0.15145380687164564,0.17072384518471861,0.1535465569538685,0.04373891546406719,0.13337686627619028,0.24815098767054292,0.24683049582608232,1.9777392326922474,4.814740800139975,4.0,5.0,2.26,0.66,5,5.0
EDSA,-2.5798107652601603,,-8.745857556863964,,,,-11.352369962053869,,,,,,,,,,,,0.2473740140586834,,0.19052422047420695,,3.0,,-9.48,,2,
EEFT,0.048915452834664565,,0.046639234538104944,,,,0.07432957328849188,,0.12662383695170581,,0.05890677732538374,,0.06166732526988678,,0.22183692402140082,,0.6571370365950566,,0.1494214050312005,,0.4695373500226699,,7.0,,3.21,,3,
EEX,-0.1240731586752348,,-0.07337456125689454,,0.6431535269709544,,0.040955631399317405,,0.09243067699225581,,0.1082828550397612,,0.15757440571025635,,0.17121951219507955,,0.1710829493089312,,0.2634975192998299,,1.9186834286127648,,5.0,,2.59,,5,
EFC,0.018712591094347485,,,,0.6446456252773279,,0.4086993102097032,,0.6877906541194369,,,,,,,,,,,,,,,,2.97,,1,
EFOI,-1.3378661126271538,,-1.1764881396389677,,0.14382716049382716,,-0.694595067343012,,-0.4386916214797971,,-0.09759035713326181,,-0.324760627226045,,,,,,0.5738876777151305,,0.5720329191358029,,7.0,,4.14,,5,
EFTR,0.16956077630234934,,,,,,-9.119898677174218,,-7.343371798480158,,,,-1.2274758955366842,,,,,,1.4580760355920888,,1.1797557385363684,,2.0,,-14.18,,4,
EFTY,0.9598117078025746,,,,0.7882425693087123,,0.3961346192598387,,0.6127113051182762,,,,,,,,,,,,,,,,7.29,,1,
EFX,0.16200978106781602,,0.07347447073474471,,0.574948264417633,,0.18343278590413828,,0.12717141126589945,,0.05314446855172328,,0.06864079872928917,,0.08017937455616864,,0.03960656427515616,,0.11405375508167157,,0.1847203315781826,,8.0,,2.47,,5,
EG,0.0915145863860397,,,,0.34581332098836876,,0.15692054569136904,,,,0.19704583856891533,,0.14311741589840657,,,,,,0.23207332801214567,,0.8854916931654712,,5.0,,1.3,,5,
EGAN,0.08359214333625394,,,,0.7272290722227367,,0.03925623555221237,,0.10677687506851964,,0.004622219848499531,,0.054959396430422275,,-0.02132219902577957,,-0.0721538543497911,,0.09329783422668908,,1.3828214705008077,,5.0,,5.15,,4,
EGGF,,,-0.13105014404494614,,0.11324455960449042,,-0.24439460513209116,,-0.051391189034264866,,,,,,,,,,,,,,,,-3.73,,1,
EGHT,-0.7321181910996336,,-0.17140625554727162,,0.6754097787718869,,-0.08053359285316787,,0.0629017471886098,,-0.019594119234911278,,0.06789779723404472,,,,0.5379766376781533,,0.1308535130018966,,1.0500855212039206,,5.0,,1.42,,5,
