ticker,roe_5y_med_sf,roe_5y_med_fmp,roic_5y_med_sf,roic_5y_med_fmp,gross_margin_5y_med_sf,gross_margin_5y_med_fmp,operating_margin_5y_med_sf,operating_margin_5y_med_fmp,fcf_margin_5y_med_sf,fcf_margin_5y_med_fmp,revenue_growth_3yr_sf,revenue_growth_3yr_fmp,revenue_trend_5y_sf,revenue_trend_5y_fmp,ebitda_trend_5y_sf,ebitda_trend_5y_fmp,fcf_trend_5y_sf,fcf_trend_5y_fmp,revenue_cv_5y_sf,revenue_cv_5y_fmp,op_inc_cv_5y_sf,op_inc_cv_5y_fmp,piotroski_f_sf,piotroski_f_fmp,altman_z_sf,altman_z_fmp,n_yrs_history_sf,n_yrs_history_fmp
HOLX,0.2670111972437554,,0.22020377537319327,,0.5966793771846203,,0.3047346679377185,,0.29843932213482866,,-0.08961418283089617,,-0.02449601920095195,,-0.11753555553087122,,-0.03027197695667912,,0.1724416887666312,,0.4512093424920826,,7.0,,6.04,,5,
HOME,-0.30925520489094516,,-0.22110632164812657,,0.3463391943757941,,0.14083254320655036,,0.22048423114187568,,,,,,,,,,,,,,,,2.35,,1,
HON,0.34413965087281795,,0.19653339817291327,,0.3727838088483989,,0.1932245922208281,,-0.0025639626861600566,,,,,,,,,,,,,,,,2.62,,1,
HOOD,-0.08079450418160096,,-0.21199059561128528,,0.8949521651063896,,-0.2873994638069705,,-0.05760759064723822,,0.47412638565478926,,0.2255504638425886,,,,-0.927879961278366,,0.41755011291675287,,2.4195177745460477,,4.0,,3.85,,5,
HOOK,-0.8445508527547102,,-2.6380656857959695,,,,-4.2191862486959115,,-2.129799836601307,,0.7561737544666829,,0.21659819863171587,,,,,,0.5064357548023353,,0.26211120389454795,,3.0,,5.01,,5,
HOUR,-0.0444170190001682,,-0.5055880363363504,,0.5157593991774939,,-0.0073604517092524975,,-0.006862253792256465,,0.20049300938065406,,0.24476687801550204,,-3.681235650022212,,,,0.32668416869899863,,11.7814403086938,,7.0,,2.73,,4,
HOUS,-0.08152866242038216,-0.0816847479259732,-0.03221746790838158,-0.031143552311435525,0.16155182397220613,0.36088592935726693,0.03792704111175449,0.03792704111175449,0.020404542228530873,0.020404542228530873,-0.0922708519950397,-0.0922708519950397,-0.0524815043156392,-0.0524815043156392,-0.280395456457661,-0.280395456457661,-0.7405286343612442,-0.7405286343612442,0.1510605524060913,0.1510605524060913,0.9684200395953573,0.9684200395953573,5.0,4.0,0.47,0.45,5,5.0
HOV,2.0132177018248854,0.47130827527594576,0.14477492037261439,0.1584827785808744,0.21019082187837895,0.20026736170504486,0.11080159706373702,0.0926569349413211,0.0734148394976817,0.07340334052378544,0.11657433107303539,0.014049232810619872,0.10777688974355032,0.04689356341813097,0.44309369055822373,0.10121312055549549,-0.5587500000000706,-0.1788582715233651,0.11249375429815754,0.09230019530789339,0.4606114388100236,0.2865199968330463,4.0,5.0,2.09,1.94,3,5.0
HOWL,-0.4398505766857124,,-2.2849455790632263,,,,-3.4178403755868545,,-2.695384427778794,,-0.6609837520995977,,-0.5695676057442255,,,,,,0.7508925633293528,,0.3901987299722408,,3.0,,4.71,,5,
HP,0.002514218187709006,0.002514218187709006,0.0023498994541798334,0.0023790427988191355,0.33211005864390136,0.11131191523421716,0.007585441857573591,0.021997684249790185,0.08561358220449995,0.06877694208858934,0.15708472396697193,0.15708472396697193,0.169431402203632,0.169431402203632,0.33101487479521563,0.6989067602705447,-0.02583133236806119,-0.01587034894616491,0.32317091904226225,0.32317091904226225,3.3400080765153333,252.3563063462391,5.0,4.0,4.38,4.38,5,5.0
HPE,0.09534796120161974,0.09560003776791616,0.06905841830644886,0.06919055591621963,0.3374604088684135,0.31767992550219504,0.07815131948343627,0.07877265386685807,0.07557920027458383,0.05496959494279727,0.0282198710940893,0.03427802714118755,0.02680601161909206,0.026356163612303533,0.06906492346419865,0.04026759294994869,0.09388185654011329,0.149014629428159,0.042488239885981154,0.042269412736188706,0.24071595402210608,0.18325236170201872,5.0,5.0,2.7,2.64,5,5.0
HPK,0.10045690997228164,0.10045690997228164,0.08605364549801575,0.08605364549801575,0.853951487493491,0.4346603461013432,0.38478832248430994,0.38375297963723337,-0.6387990405407861,-0.6540904217622795,0.21587776371661915,0.18960353048195344,0.4802563850941728,0.46850358676444376,0.4878004506937779,0.4859872404540479,,,0.7894540262444291,0.7759205949561939,0.7985818851568933,0.8148766189227011,4.0,4.0,3.53,3.64,5,5.0
HPLTU,0.05145988860581671,,0.051745607138515,,,,,,,,,,,,,,,,,,,,,,200.04,,1,
HPP,-0.01611065392163069,,-0.007209231552494024,,0.5618633529641301,,0.1556054038884298,,-0.06863227096648544,,-0.09415037578916696,,0.014339279361005035,,-0.06870341837667798,,0.6521626423383979,,0.09727339610006563,,1.0630611717303111,,3.0,,1.91,,5,
HPQ,,,0.6380656255212803,,0.21126693980460132,,0.07861424475967087,,0.058944341753953584,,-0.07730878165753918,,-0.02739022894661203,,-0.014414414414396743,,-0.10343316665804532,,0.08341554145684331,,0.15868867556876431,,5.0,,-0.74,,5,
HQI,0.14738130472180758,,0.17364760325049133,,,,0.33956234187047807,,0.6601255329356495,,0.0572583865555778,,0.20365850713804642,,0.17283824992508925,,-0.0031486745401943577,,0.34922425629215614,,0.41391607657691487,,6.0,,7.12,,5,
HQY,0.006407355185359258,-0.0036918827457812597,0.004337532074856553,-0.0029239362213370236,0.5708571415309348,0.46072416458627086,0.10906116662349878,0.08134089213224649,0.22973404037787803,0.07599084638194142,0.17993906827012984,0.14944914013414823,0.1291340702028984,0.10780289551330803,0.18140411090936073,0.1297887256140585,0.2179288777906587,0.45940589059589115,0.21202990428654755,0.1448905974349838,0.7075159701904391,0.5916550526722284,6.0,8.0,4.87,5.44,5,4.0
HR,0.03377993407587475,,0.018597464309975005,,0.6048862146800906,,0.16213716734764339,,0.12528856513212444,,,,,,,,,,0.04810627798143592,,0.031227519820017403,,4.0,,-0.29,,2,
HRB,4.593743259339132,,0.8586915080598448,,0.4525843624261206,,0.21933715844083823,,0.19932344234643246,,0.021013059583437244,,0.017134786206292548,,-0.0006773828710541585,,0.03287025596914473,,0.024140224728079297,,0.03605865406549725,,7.0,,2.77,,4,
HRC,0.1306974630583296,,0.06757690262119541,,0.5190485537293069,,0.18205980017166395,,0.12468632036287702,,,,,,,,,,0.03300798473460942,,0.05001872242198214,,5.0,,3.11,,2,
HRI,0.22929675504145766,0.22929675504145766,0.06942777110844338,0.0717980550382785,0.37263863497867156,0.37263863497867156,0.20401459854014597,0.23613650213284582,0.08800448430493274,0.004484304932735426,0.14113530355602344,0.14113530355602344,0.17785976212965207,0.17785976212965207,0.2040921655760978,0.20101938122907684,-0.35893068720397764,,0.2838602500401363,0.2838602500401363,0.4321985732042356,0.4059399380891028,5.0,4.0,1.84,1.81,5,5.0
HRL,0.13023674183665762,,0.09400902315493487,,0.16963110771872048,,0.09439813444164681,,0.06880948302750681,,-0.02182978502757904,,0.04652134886862563,,0.0026406353557450616,,0.06067745598941121,,0.09782203838626065,,0.09640189930398202,,7.0,,5.33,,5,
HRMY,0.22072653624716493,0.22072653624716493,0.39191617169717297,0.39191617169717297,0.8093409918808738,0.8093409918808738,0.2744881296319558,0.2744881296319558,0.3216965688842326,0.3216965688842326,0.27763577606445367,0.27763577606445367,0.31515828989359895,0.31515828989359895,0.34259600360764453,0.33914920198202836,0.42064151373663927,0.42064151373663927,0.4983712433132361,0.4983712433132361,0.6083794596892034,0.6083794596892034,5.0,5.0,8.04,8.04,5,5.0
HROW,-0.34669298831148543,-0.34695908011995963,-0.3064913722267872,-0.3133576029123495,0.7134939895027936,0.7134939895027936,0.02166036458039393,0.02166036458039393,-0.04258149004522109,-0.30496858937749854,0.5010352542400434,0.5010352542400434,0.332750037517377,0.332750037517377,0.520014579447151,0.5037971833291277,,,0.5484388256747268,0.5484388256747268,1.2159336250194361,1.3388626928271727,5.0,5.0,2.62,2.63,5,5.0
HRT,-0.036227775330160895,,-0.01567780736197938,,0.4513932546918988,,0.07769359573606767,,0.08890566588479294,,-0.005617402687291384,,0.08883313533359188,,0.1871585255405428,,0.48200616940758473,,0.1614563995483155,,0.9189694601683343,,4.0,,2.28,,4,
HRTX,-2.8449529457264404,,-2.333521357879083,,0.4903596106694405,,-1.6221301731183595,,-1.3792815216583698,,0.15760182245220933,,0.13718060958326686,,,,,,0.22491691726940402,,0.602385138614021,,4.0,,2.37,,5,
HSAI,-0.18353853521566615,-0.09428126975807977,-0.4717226196480364,-0.4309262912587606,0.40915631299693966,0.42586333146700034,-0.3095033012586594,-0.30452549269068707,-0.4147826057283476,-0.7075647087551057,0.2715597627827404,0.31419987890953127,0.2928176222230615,0.3559063437435234,,,,,0.3859540928793956,0.5695705935139923,0.43529196437420375,0.5907389879219123,5.0,5.0,7.38,7.09,4,5.0
HSAQ,-0.6397380743899189,,0.0024545964019304155,,0.9364430401555519,,-9.24341919048967,,-12.599171835324908,,3.795831523312719,,0.6174957118356952,,,,,,0.8371677155698467,,0.9408911425096899,,3.0,,10.44,,3,
HSC,-0.2890158287884284,,-0.09485053596354921,,0.15841799903560527,,0.014216621422589986,,0.11639606913088729,,,,,,,,,,,,,,,,1.54,,1,
HSDT,-3.6502195815034875,,-49.202855245683935,,0.41168996188055906,,-21.763993948562785,,-18.19695044472681,,-0.18714270879957817,,-0.025526483726852445,,,,,,0.17751132774415804,,0.14635625954109616,,3.0,,-23.05,,5,
HSIC,0.10420257342513456,0.12013182118481368,0.09167156549570918,0.11092835501309721,0.2995920590579246,0.29589107707269635,0.0628373590544708,0.05786530513007537,0.045446240861608284,0.050847915490686235,-0.0025029307344853757,0.0010273839987886557,0.058148444407033255,0.04192248274198774,0.06120331950208063,0.03661412213523814,-0.14039215686279158,-0.017959531152220456,0.09928785733589116,0.08985578747527496,0.19625833315641233,0.18690191847271934,4.0,6.0,4.35,2.99,4,5.0
HSII,0.1176997391180199,0.1176997391180199,,,0.2542299365255734,0.2542299365255734,0.07933579335793357,0.07237639528920016,0.09981118249958933,0.09981118249958933,0.01469928127414799,0.01469928127414799,0.10304024690629424,0.10304024690629424,0.011809846037933643,0.09542229579931699,-0.09426143771505269,-0.09426143771505269,0.20276083341126336,0.20276083341126336,0.29093215303239395,1.2245470149923836,5.0,6.0,3.93,3.86,5,5.0
HSKA,-0.0471071130817038,,-0.05506565850930405,,0.4169402417444697,,-0.04151568747687801,,-0.006750353481347841,,0.14192332987385226,,0.12701854541912755,,-1.5162368672403275,,,,0.14250670530092113,,0.992696055297205,,4.0,,7.92,,3,
HSON,0.06367386395596357,,0.12196052668749248,,0.09862490040037872,,0.017270129451261922,,0.007238279298844111,,-0.023529400455856386,,0.13359245390341765,,0.5388774939400031,,0.471549295774627,,0.26252868293566783,,1.6204710562019748,,4.0,,10.69,,4,
HST,0.09201918883558657,0.09433681073025335,0.06070777788433874,0.06170793527003315,0.36259676284306824,0.5336030964109781,0.13458831808585503,0.1539408866995074,0.21287825475017594,0.14968932404443608,0.07626447544862147,0.07626447544862147,0.2584019204389392,0.2584019204389392,0.49576363241362675,0.503938640132648,0.33238507055077626,1.2942890442890038,0.4284905074455758,0.4284905074455758,3.7251621656815828,3.2222000196127194,5.0,5.0,3.2,2.93,5,5.0
HSTM,0.04218079278696769,,0.049000584209647806,,0.6584178453374109,,0.05740280868477727,,0.1853117762137123,,0.045475691202820245,,0.04331018547905313,,0.08676512300012845,,0.14053235356530588,,0.06852499911012197,,0.33198725814238195,,7.0,,6.19,,5,
HSY,0.49849827733771696,,0.21874520118342708,,0.4512814533664269,,0.228198650881134,,0.17189866011894203,,0.03689250665512578,,0.08314106637654975,,0.11777051380252485,,0.07995937587510749,,0.1368034317861845,,0.18828211479925674,,6.0,,3.17,,5,
HT,-0.10318437748728312,-0.007239459324936204,-0.04661419163718985,-0.0029780094856248778,0.7243651970808674,0.3167112064525121,0.02397724239752153,0.08749716959770548,0.5707712110923041,0.09936715125145688,0.5157462510628983,0.5157462510628983,0.39136254827709166,-0.10831075266898074,0.7542819499341855,-0.15870727016111552,1.4110933277937092,-0.2811362217830315,0.3914732606769758,0.38244866208956735,47.75575217372654,62.059199966772155,6.0,7.0,2.8,3.41,3,5.0
HTA,0.005323860245837191,,0.003152543904128501,,0.6048862146800906,,0.09008619798439708,,0.8134917534189284,,0.1748225779313124,,0.256964793486362,,0.2762805395942549,,0.5361897882555671,,0.43316543429245513,,0.3194999868828099,,5.0,,-0.81,,5,
HTCR,-0.9677140532530277,,-0.009742248328618863,,0.4125952946057453,,-0.09155577916161604,,-0.07687539864633337,,0.4207582832250236,,0.2886687634553954,,,,,,0.4917973468529678,,1.288900614702263,,3.0,,0.39,,4,
HTGC,0.13309036664330742,0.13309036664330742,0.08614633338699124,0.07221149919041686,0.8440602387877734,0.8241273717464194,0.659991577448401,0.6102771898555568,0.7229744078931335,0.13638727826518118,0.238700137598713,0.34163985241876005,0.16061513100812175,0.0905248506709678,0.1527459752407335,0.10179950494159187,0.6613754691929989,,0.2731440760555569,0.2727233271715366,0.31616048610605096,0.40323153423413755,5.0,2.0,9.84,3.33,5,5.0
HTGM,-1.6486019378789487,,,,0.5330921160987003,,-2.2910224095271605,,-1.9588484505075763,,-0.13704804444929364,,-0.13743506398649988,,,,,,0.17318289195088166,,0.07779838863224162,,4.0,,-3.69,,3,
HTHT,-0.04172638416983334,,-0.03508116526699853,,0.11755963988453459,,0.012827531981109355,,0.07094251086223806,,0.2702218243265726,,0.2012587385002324,,0.643525903091527,,0.778108659585266,,0.3295075981602524,,1.7805929185756082,,7.0,,1.64,,5,
HTIBP,-0.08933294886582084,,-0.04442608273247674,,0.3704068801040688,,0.007839565210790787,,-0.09028257570282576,,0.026372817514138225,,-0.01118387753560193,,-0.0029961534608453824,,,,0.058222687187830226,,1.3953706150305363,,5.0,,-2.55,,5,
HTLD,0.0977532464305141,,0.10958283805965925,,0.4310104368019426,,0.0944755970065992,,0.10487677873483948,,0.04026147409152281,,0.15692867250240644,,-0.022476393561923626,,0.028342059336879017,,0.29098883475412335,,1.238170037832582,,4.0,,4.6,,5,
HTZ,-0.02888814242526033,0.12294255962378232,-0.0076560135315588,0.03418613685554137,0.4178849642514139,0.18439867676875468,0.08174154305837157,0.0825952406360047,0.8306477430370292,-0.771315761391527,0.020740584768337067,0.020740584768337067,0.12112395778230793,0.12112395778230793,0.12840783154784494,0.15298843410207863,1.2587058681767822,,0.2125366699225816,0.2125366699225816,3.0650010798893303,2.0285967732660666,5.0,4.0,-5.48,-0.39,5,5.0
HUBB,0.2279950741804961,0.2312253801516371,0.16226608561907202,0.162736404720598,0.2974191070959397,0.2974191070959397,0.14331332484488368,0.14331332484488368,0.13212603994118632,0.13309385992666903,0.06656144006930664,0.06656144006930664,0.10641360871991136,0.10641360871991136,0.34039797852172343,0.19325218876784894,0.1512343614102768,0.12761443367854197,0.1706927805953914,0.1706927805953914,0.6567903950385268,0.3609620327892441,7.0,7.0,5.69,4.7,5,5.0
HUBG,0.10248586084440353,0.10248586084440353,0.09317168476861412,0.09317168476861412,0.11111092734282318,0.14167904936769662,0.048873728907327274,0.05050010886156973,0.039461381161010445,0.03638059086912342,-0.14037418739548124,-0.14037418739548124,0.02054187177261074,0.02054187177261074,0.06405919228941824,0.05987260365204171,0.16931714037928378,0.1954801851658976,0.1603814350919588,0.1603814350919588,0.6025518279781117,0.6171924895802894,5.0,7.0,4.79,4.68,5,5.0
HUBS,-0.10818827200309608,-0.10818827200309608,-0.6998806174318225,-0.6998806174318225,0.8220534278776801,0.8220534278776801,-0.04796081521313409,-0.05756115901457035,0.1461084769817024,0.11552554337558692,0.23205549759442334,0.23205549759442334,0.25013733258677956,0.25013733258677956,,,0.4115628851526622,0.473080805512708,0.39556037794672727,0.39556037794672727,0.34812306879166705,0.6545820781766322,7.0,6.0,5.51,4.34,5,5.0
HUDA,-4.893446487505893,,,,,,,,,,,,,,,,,,,,,,,,-0.21,,1,
HUIZ,0.08739992206748373,,0.17872409886003782,,,,-2.9436285493172827,,,,,,,,,,,,0.05638074311001313,,0.19694128092814925,,3.0,,20.28,,2,
HUMA,-0.5790109103107468,,-0.9538486706051982,,,,-54.04345047923323,,-46.11948881789137,,,,0.025700393609652403,,,,,,0.1093365415304961,,0.21346944743300036,,4.0,,-4.62,,5,
HURC,0.019749719886064502,,0.02432293138705548,,0.23915899572694999,,0.029042127766047577,,-0.017268361703039917,,-0.13749561356877282,,0.011449758035998932,,-0.16939070643108917,,-1.789420806751117,,0.15879093732613841,,2.861711254230389,,3.0,,11.76,,5,
HURN,0.11724514535778356,0.11724514535778356,0.08035091255378563,0.07932461925769577,0.29889616648014905,0.3060377675051106,0.09446046933417086,0.08809180055719654,0.09002934752690786,0.0734740026136881,0.14589570709066235,0.14554287508551877,0.15086185555641862,0.15185205415287825,0.2166622288923005,0.41413620536835427,0.2316284389454167,0.25450921784239094,0.24231159701715269,0.2434631285441437,0.449804195397232,0.9044244372677246,6.0,6.0,3.39,3.38,5,5.0
HUSA,-0.2119647162588341,,-0.5409168921134854,,,,-2.1409649797802848,,-4.0044949837552215,,-0.4153507601090205,,-0.05337824686271339,,,,,,0.4998577464839644,,0.44965739038119673,,3.0,,-14.47,,5,
HUYA,-0.006352042025672661,-0.00635108445214,-0.06384777706746546,-0.06270769034538456,0.13315326217669232,0.13315326326282692,0.0486319231976152,-0.031184802393111496,-0.019055404433562725,-0.019117585372212895,-0.21623108927282297,-0.18994840942059799,-0.17110012551467246,-0.15724775126963272,0.17882746515415665,-1.6663505449860243,-2.751835599319223,,0.2952780781699986,0.2616178704374748,1.4731893893369006,4.076709389767013,6.0,6.0,9.79,9.38,5,5.0
HVT,0.23381705914210155,,0.5374173798512085,,0.5769827590322905,,0.10237861041467314,,0.0511997568820588,,-0.1691533275669278,,-0.02291809023651103,,-0.15809838959637862,,-0.5038863921019885,,0.16875426827360257,,0.5115614031950901,,5.0,,5.29,,5,
HWEL,0.03331987392991052,,0.03336505268102583,,,,,,,,,,,,,,,,,,0.5329795009386306,,3.0,,102.88,,2,
HWGC,-0.2512994809225302,,-0.2654174906201744,,0.7154637829189847,,-0.6959107241432883,,0.11694771967751212,,26.833555040123333,,0.6582901005471397,,,,,,0.8832681813388074,,2.7283437259835486,,4.0,,39.23,,3,
HWKN,0.1715378725543975,0.17093388946638188,0.13222152241606364,0.12679667141426643,0.20735133722362117,0.19826071962912278,0.09426819434968313,0.09394320668091574,0.0391391104610544,0.034814944807885426,0.02081485634758673,0.08936602084453793,0.10710939707906814,0.13980714716186848,0.17253486784353345,0.18071333344302512,0.3774985668596926,0.6542112828462505,0.18516955771167978,0.19501541358096278,0.2875352115376313,0.26115692361365606,5.0,6.0,6.09,6.08,5,4.0
HWKZ,0.0013474537944067326,,0.0013552127644172495,,,,,,,,,,,,,,,,,,0.7094070095160797,,3.0,,289.53,,2,
HWM,0.130241599555679,0.130241599555679,0.06726907630522089,0.06726907630522089,0.27674979887369267,0.23909588557301784,0.17217022779445523,0.18258873388663252,0.10301204819277109,0.0953558184707752,0.1454367849070759,0.1454367849070759,0.10028701107994097,0.10028701107994097,0.14155712841250565,0.14374110953055344,0.6304537521814534,0.6622546782290617,0.17045098836711325,0.17045098836711325,0.31887775242964156,0.30081642365165984,8.0,8.0,4.58,4.59,5,5.0
HWNI,-2.516440170167857,,-1.7878673916661627,,0.30122291112931165,,-0.6831648250007217,,-0.44541873954708533,,-0.44051256016872775,,-0.4409263333322445,,,,,,0.6460477661600206,,0.4705586596420232,,2.0,,-16.83,,4,
HXL,0.0615787940576755,,0.04815489749430524,,0.2263421436267985,,0.0977929584866001,,0.09345512191439571,,0.09826509570662711,,0.07814815729669203,,0.17760721999381737,,0.008439334637926116,,0.14198747859692537,,0.6960864379436003,,7.0,,4.83,,5,
HY,0.056980494547688526,0.06013940671097422,0.04702750665483585,0.04915860606863654,0.16549909320436684,0.16549909320436684,0.01774474591941965,0.01774474591941965,0.02845834446252094,0.027996989048879393,0.10188878431128878,0.10188878431128878,0.11293988557095362,0.11293988557095362,0.5905820275022108,0.706533879374306,2.4491124260343144,3.178783382787829,0.18058041713078604,0.18058041713078604,1.9209744914931284,2.672345196688292,8.0,8.0,3.3,3.13,5,5.0
HYAC,7.907636363636364,,2.2775450356095517,,0.6784575799450635,,0.15745418035442446,,0.1699619943395451,,0.09334738322139557,,0.11284721009047202,,0.7936576771917718,,0.25255393274995636,,0.14752439836642173,,5.421609736634415,,6.0,,-0.77,,4,
HYBT,-0.010769565693436343,,-0.009994166112006625,,0.2655672693056313,,-0.7136578067044265,,-9.426608817122517,,,,0.5368829099619135,,,,,,1.030936903147392,,0.3927394506716205,,2.0,,5.34,,5,
HYFM,-0.2982138546946657,,-0.212769960837341,,0.16886508870764316,,-0.21368136719078448,,0.007068233414613638,,,,,,,,,,,,,,,,3.55,,1,
HYLN,-0.3620548003418529,,-1.3895311962017287,,-3.168091168091168,,-75.51282051282051,,-56.794871794871796,,,,,,,,,,,,,,,,35.54,,1,
HYMC,-4.347661188369153,,-1.267777109568649,,,,,,,,,,,,,,,,,,0.01871577469648895,,2.0,,-0.94,,2,
HYRE,-4.620304853722872,,,,0.30070682162779716,,-0.6939142189047323,,-0.30940992141604495,,,,,,,,,,0.24327427604494906,,0.4162678962845963,,4.0,,-7.68,,2,
HYSR,0.019179368550835303,,0.3306571571011426,,,,,,,,,,,,,,,,,,0.35144921805649615,,3.0,,67.75,,4,
HYZN,-0.5358123316584024,,-3.903780556387672,,-28.66495446564226,,-328.70352584222644,,-264.660118998881,,,,0.14273027150473977,,,,,,1.596705744983462,,0.6644144286202273,,2.0,,2.38,,4,
HZNP,0.10281232465605478,,0.09872480632042313,,0.753747353870091,,0.20110888707880092,,0.29775354031260753,,0.28422889392596806,,0.23663319192619203,,0.13953555567121992,,0.47289831156289763,,0.2440262132742258,,0.12752684829262598,,6.0,,5.81,,3,
HZO,0.16388777264672363,0.16388777264672363,0.16506578612707815,0.16506578612707815,0.3295735760639208,0.3295735760639208,0.08385246456141171,0.08385246456141171,0.008163431535402743,0.007858851747196176,0.02628048717783571,0.02628048717783571,0.10152625690893595,0.10152625690893595,0.05902966405776464,0.05902966405776464,-2.395473337368642,-2.449154511559789,0.17797297654198774,0.17797297654198774,0.3536928191961291,0.3536928191961291,1.0,1.0,2.56,2.54,5,5.0
IAA,0.882494004796163,,0.181683534929647,,0.3884757022167665,,0.22528702433388692,,0.12387441040545047,,0.2310811063055711,,0.20127039013757927,,0.13414128858504196,,0.04207884246275561,,0.20365672821021724,,0.17991847010359782,,6.0,,2.4,,3,
IAC,-0.0856382887601461,,-0.08445577966852291,,0.6177094802261223,,-0.06914969208905732,,0.18816166470561269,,-0.2922882481854471,,-0.3637199396035739,,0.3129263071621929,,-0.1855848201257789,,0.3982533852600071,,0.8125416015636165,,6.0,,5.99,,3,
IART,0.08838531699482528,,0.0515133280906381,,0.6124290737840109,,0.1103386040056332,,0.12289739246049912,,0.016826450251940628,,0.03124592573899361,,-0.10334926167950513,,-0.3304002364857965,,0.05903285615146498,,0.55734680970299,,4.0,,2.31,,5,
IAS,0.007958603824704,,0.007712947906165882,,0.8144842144445424,,0.0369374895914362,,0.1936243674906418,,0.13936820336008138,,0.18457392243862736,,0.2605123120420254,,0.28222354859368454,,0.292955526975096,,2.7872553339363013,,6.0,,13.14,,5,
IAUX,-0.30819859077634615,,-0.2041291814727133,,-0.12265291315261144,,-1.804199683102995,,-1.6992295600536322,,,,,,,,,,0.061475861540756425,,0.08830276852830535,,3.0,,1.81,,2,
IBM,0.2697095435684647,,0.09792733479639112,,0.5544778532169414,,0.12410375020650917,,0.21026511477529905,,0.01819722579479821,,0.03301777453782874,,0.08308753914497435,,-0.041662307381893894,,0.05344478928782776,,0.2674177243148394,,7.0,,1.45,,5,
IBP,0.3635685513948978,0.3635685513948978,0.18464335895528555,0.19856012798862324,0.3100606787025245,0.3100495759302791,0.12334257247733912,0.12937497471762396,0.08775938272529778,0.08699309772406177,0.049615649041311105,0.04960699998188334,0.14094887244647275,0.14095102417083522,0.19026086659589905,0.1831105682481575,0.19031898024919922,0.19079504531241215,0.2329589139436269,0.2329652507115444,0.36709493345819877,0.3654329022407544,7.0,7.0,5.15,5.18,5,5.0
IBRX,,,-4.579883543980345,-5.764759380521776,,1.0,-353.6188436830835,-365.09090909090907,-307.7987152034261,-329.745182012848,6.838207703295441,6.838207703295441,0.8155838096346762,0.8155838096346762,,,,,1.8460568470655185,1.8460568470655185,0.1942322602008479,0.1789582044746154,4.0,4.0,-17.22,-8.98,5,5.0
IBTA,0.7575790171756096,,0.9581161148762173,,0.8630329327635173,,0.12550696815814882,,0.2272793865395144,,,,,,,,,,0.09715669457998202,,0.4730783989092783,,6.0,,8.48,,2,
ICCC,-0.07837104239461706,,-0.06287814099657685,,0.41193422304504934,,-0.08997097157618293,,-0.176725651672993,,0.1944963736063039,,0.1056994362927889,,-1.478650716386733,,,,0.21722764467153954,,1.0242529037791683,,7.0,,5.22,,5,
ICCM,-1.712157660693133,,-8.988957055214724,,0.4217504236287692,,-4.796577732620822,,-3.937129886505037,,,,,,,,,,0.013448043077780965,,0.005426759640725614,,4.0,,-2.32,,2,
ICD,-0.3229688273361814,,-0.19087030108066727,,0.277739750150658,,-0.2410702541760392,,-0.07951610224051997,,0.5455710019332469,,0.3370843152543427,,0.8189701668635353,,,,0.4632474558386355,,1.5061431747206198,,7.0,,2.72,,4,
ICE,0.09935064935064936,,0.05829311658623317,,0.6199825479930192,,0.38719385637193854,,0.3384832878925578,,0.10477472350940031,,0.07974421087205244,,0.09737458400097256,,0.10501757362742328,,0.13271487987295041,,0.12611287958677223,,6.0,,1.1,,5,
ICFI,0.08853099680137404,0.08853099680137404,0.05845724227310344,0.05845724227310344,0.3626713798706041,0.3626713798706041,0.06739885841655469,0.06739885841655469,0.6822699621296701,0.07432169827808575,0.06523929116622917,0.06523929116622917,0.0813798210840026,0.0813798210840026,0.14523707664029778,0.14523707664029778,0.39508315105049063,0.021907670886896557,0.13168758044791334,0.13168758044791334,0.2403878056322193,0.2403878056322193,8.0,8.0,3.42,3.42,5,5.0
ICG,0.2263928615038196,,0.8999100272679341,,0.67666618099405,,0.3461933100249635,,0.008642777283006386,,1.0006092779361073,,0.42331941988409305,,-1.8143210379242904,,,,0.7496620811984125,,4.279783621274627,,3.0,,20.85,,4,
ICHR,0.08083529071702183,0.08083529071702183,0.09080704065138,0.09080704065138,0.1366080530628853,0.1366080530628853,0.04544997134219173,0.04544997134219173,0.012065391500989352,0.012065391500989352,-0.18558195916473463,-0.18558195916473463,-0.04202755917435879,-0.04202755917435879,-0.24773209833388077,-0.24986456054645745,0.06595202091385234,0.07992473076260909,0.1976118453641,0.1976118453641,1.2228247528880436,1.2228247528880436,4.0,4.0,7.1,7.1,5,5.0
ICLR,0.08316936223764143,,0.06377519323752853,,0.29418646660410286,,0.1472538891886135,,0.13506831225949917,,,,,,,,,,,,,,,,4.21,,1,
ICPT,2.3831451378965802,,,,0.9953787152444871,,-0.38615532118887824,,-0.1590143815915628,,0.10505179169314482,,0.09944517765848038,,,,,,0.09946568350160517,,0.6107175311928584,,5.0,,3.64,,3,
ICR-PA,-0.007073801284857793,,,,,,0.6398836426275503,,0.7128194548314722,,,,,,,,,,0.3221306515439333,,0.21221401155223066,,6.0,,4.02,,2,
ICTSF,-0.05018380173129373,,-0.1580109019161957,,0.18534464779789683,,-0.011090015601104078,,-0.011856223671213655,,0.2195134034620254,,0.19155827134223338,,-0.38279484862156343,,,,0.1953448675413777,,19.965732426921193,,2.0,,5.35,,3,
